item_id,order_id,product_id,quantity,unit_price,discount_percent
683,227,5,3,8733.3,0
4646,1574,57,2,3677.19,5
1477,503,26,6,7805.66,0
612,202,120,1,20603.31,5
5401,1829,88,2,29786.88,10
4540,1540,144,6,30313.56,10
5098,1732,116,6,8518.96,10
6431,2166,19,3,9460.42,0
4567,1549,4,6,15462.89,0
619,203,53,1,13063.64,20
4888,1656,42,2,5533.82,0
2891,981,68,4,26528.45,0
4123,1386,75,6,6520.25,5
5382,1825,105,2,9682.9,15
3415,1143,79,2,5501.59,40
5223,1770,70,6,21450.46,0
239,82,72,3,22130.72,0
6304,2125,118,-1,13271.64,20
6427,2165,10,6,20573.75,10
2964,1002,2,1,23993.59,20
6464,2177,120,2,24866.32,25
5962,2010,85,2,22750.56,0
6159,2076,68,2,25980.97,0
728,241,9,5,23764.87,15
1298,437,51,4,320.61,20
2190,739,22,5,4205.7,25
6522,2194,113,6,17559.34,10
6110,2060,54,5,18962.07,0
5130,1741,138,5,17350.5,40
3808,1279,82,2,11016.21,30
2056,693,20,3,21071.14,40
5400,1829,45,4,33887.17,0
2586,874,142,3,33601.49,30
2143,721,49,2,8390.63,0
761,252,7,3,5253.72,5
6395,2152,118,6,13965.83,5
6499,2186,64,2,23107.56,15
388,130,20,3,20247.06,10
3612,1210,110,4,564.55,0
4622,1567,113,4,19216.85,5
2375,804,28,3,5083.21,5
738,246,148,5,28780.03,30
892,294,108,1,28999.26,20
5573,1881,26,3,9758.09,10
909,299,92,2,25174.6,5
2095,705,14,6,1005.7,0
2099,707,103,6,5867.79,0
526,176,4,6,14067.03,0
5802,1955,63,2,22026.03,15
1681,571,147,4,7912.09,20
2208,743,119,4,4077.16,20
2125,713,10,1,23898.59,0
3789,1272,99,1,20237.97,5
535,179,130,3,5164.06,0
1762,596,148,4,34841.34,30
2278,768,79,1,6319.91,0
1330,447,42,1,5365.9,20
565,187,9,5,27111.69,0
2682,906,103,4,6767.35,5
4789,1621,107,4,3941.37,0
568,188,147,4,8549.32,0
2345,794,132,1,16941.08,0
5204,1764,33,1,1041.0,25
2241,755,81,5,6797.34,10
3923,1318,49,3,8259.38,15
5315,1802,38,3,4278.86,20
5568,1880,4,5,14095.97,20
201,70,110,1,555.17,40
6438,2168,107,1,4314.56,0
6185,2086,20,6,21922.33,25
208,73,96,5,19852.28,10
785,259,27,4,9420.66,0
3435,1151,99,6,21183.52,10
6491,2184,31,6,28272.34,0
4008,1346,7,6,4009.77,0
4054,1363,141,1,33654.6,25
3063,1031,141,5,33243.77,0
808,266,105,2,13028.64,10
6164,2078,58,6,13574.32,0
1102,364,18,3,26210.15,15
3430,1148,80,5,21052.25,10
3038,1024,3,3,974.14,0
4714,1600,57,2,3689.32,40
2582,872,56,1,9879.14,30
6199,2091,6,1,21777.01,0
4445,1501,139,2,2085.74,20
2820,956,121,4,20055.84,15
3442,1156,56,1,9961.81,15
2083,702,106,5,17409.28,15
3199,1079,79,2,6008.09,30
4955,1680,128,1,17410.82,20
6310,2126,121,2,23529.54,20
671,222,98,1,7031.89,0
4396,1482,53,3,12424.88,0
1855,626,11,5,31578.8,0
5207,1765,103,3,6886.91,30
5997,2021,97,2,34023.24,5
4506,1527,53,5,11858.04,0
4733,1606,130,3,4795.13,40
3711,1245,51,4,332.44,0
541,180,43,1,12237.89,40
2870,974,35,6,24009.49,0
3230,1088,135,2,9175.61,5
5833,1965,44,4,34184.77,0
6178,2084,114,4,3578.82,5
6114,2061,51,6,365.69,30
2545,859,67,4,22028.12,40
6527,2196,18,4,26386.12,0
5928,1997,144,6,38555.7,25
2368,802,76,5,25711.52,0
3662,1228,144,3,37250.62,40
2239,755,77,5,17693.29,30
4057,1363,22,1,4441.8,0
2712,917,72,2,26056.51,30
6410,2159,16,4,2972.7,30
1057,348,128,1,22306.72,5
156,54,42,4,4450.75,30
569,188,140,1,13831.81,20
2354,797,142,2,26582.05,20
4857,1646,31,1,30892.69,5
1286,434,34,5,11727.57,20
2656,899,22,2,4999.87,40
3991,1339,18,6,25195.15,0
4912,1666,129,3,28415.63,0
674,224,125,2,27476.38,20
2986,1010,38,6,4290.47,40
5869,1978,8,3,26736.66,10
4876,1652,66,3,10319.57,15
4494,1520,16,3,2778.67,20
4194,1409,28,2,6254.06,40
4595,1558,20,6,22386.03,15
4757,1613,75,4,6993.89,0
155,54,70,2,16912.96,5
6281,2117,74,4,9526.11,30
5615,1894,126,6,24871.07,0
3059,1031,23,6,16706.82,15
2008,677,105,5,10515.6,20
5821,1960,143,2,35916.17,15
6278,2116,35,3,25950.21,25
5779,1947,93,6,20917.98,0
3424,1147,35,2,26616.56,5
1777,601,82,4,9159.22,5
5195,1762,95,2,15537.51,10
4064,1365,24,3,10208.74,5
323,110,89,5,17376.26,25
2120,712,85,1,22470.35,30
3263,1096,9,4,24624.79,5
4943,1677,66,1,11897.09,20
586,193,143,1,34443.52,10
4268,1437,57,1,3594.55,0
2032,685,118,2,11273.59,0
749,248,48,6,14835.03,40
2491,840,125,1,24765.6,40
817,269,112,4,33893.9,0
1658,562,118,1,12705.96,0
6024,2031,100,1,7723.96,5
5031,1710,38,4,4538.7,30
6389,2150,11,2,27469.73,0
5465,1848,84,1,13619.45,10
4244,1427,47,6,10140.42,30
1665,564,58,5,10596.13,10
142,49,128,2,20979.89,0
78,28,124,5,17064.82,0
265,91,138,3,17034.11,20
3339,1121,92,-1,22240.58,10
3510,1176,143,2,26504.38,10
2183,737,23,1,19169.15,10
4683,1589,43,1,11301.55,5
4330,1458,144,5,35761.34,10
1138,376,26,1,9447.04,40
6358,2141,42,2,4167.22,5
133,47,41,6,17166.57,0
4736,1606,13,1,27444.26,10
3942,1325,142,2,33031.42,10
2914,986,80,1,23272.98,20
3571,1197,86,5,12017.41,25
2829,961,77,1,15399.88,40
858,283,126,4,20342.6,30
2321,787,21,3,27002.93,0
6433,2167,20,3,25589.87,5
5526,1865,47,3,12042.58,0
2791,946,137,4,1665.58,20
3236,1090,100,2,8112.1,20
1676,568,109,3,13613.31,5
1439,487,125,2,26448.07,10
5892,1986,123,3,15074.06,15
5324,1805,112,6,28931.81,10
4164,1400,75,1,6075.21,0
1321,444,6,4,18385.4,20
3745,1257,16,2,2726.84,40
1706,580,55,1,2518.56,30
4700,1594,24,2,10241.79,5
4653,1577,97,1,34191.23,10
4603,1560,59,5,5995.15,0
5159,1750,42,4,5680.8,0
6429,2166,44,2,34615.21,10
2222,750,10,1,23623.53,40
4161,1399,143,1,26632.03,20
5899,1988,86,6,15246.61,30
3761,1263,24,2,10740.6,20
5891,1985,91,4,22265.59,10
4615,1564,91,5,26309.7,20
1191,396,69,6,8493.58,40
397,134,2,5,22548.67,15
5310,1800,56,6,10146.11,0
4905,1663,134,3,1839.34,0
1346,454,63,-1,23728.2,10
5633,1899,128,2,21093.17,0
850,281,55,5,2328.54,30
3184,1073,114,2,3141.33,25
2177,735,82,1,10509.81,15
3845,1292,61,1,23151.52,30
2957,1000,117,2,11535.64,25
4536,1538,83,5,22969.08,0
1971,663,44,3,27006.16,0
1435,484,59,2,7360.78,0
4911,1666,95,6,18029.64,40
2492,841,73,6,27049.08,0
4492,1519,17,4,21017.74,5
4885,1655,95,2,18436.49,0
4301,1448,102,4,1167.02,40
1244,415,29,1,19748.76,20
595,195,28,4,5716.43,25
2088,703,137,2,1674.13,5
6002,2023,94,1,2043.41,20
2497,842,128,-2,19513.0,5
1720,584,69,6,9401.32,30
4326,1457,5,5,10344.36,40
2138,718,39,3,26736.41,25
330,112,13,1,31459.25,0
5577,1883,16,5,3212.44,20
4942,1677,24,1,11610.26,0
5746,1935,144,3,31065.48,0
4270,1438,89,6,17340.93,10
1889,636,5,6,7807.33,10
2856,971,108,2,29883.99,0
5871,1978,99,5,25395.82,10
2198,740,129,6,27018.66,25
2803,951,85,3,19409.03,10
1718,584,147,4,8075.95,5
6204,2092,90,4,8580.65,5
2463,832,68,5,26910.54,5
4338,1462,75,5,7186.76,0
3877,1302,86,2,12042.3,15
5022,1707,146,3,15440.71,10
5744,1935,40,1,13297.71,20
2539,858,77,4,18988.72,40
1258,423,115,5,33302.27,10
948,314,40,4,13088.52,0
3977,1334,48,4,13778.1,20
3074,1036,101,3,6623.16,40
4608,1563,1,2,20333.05,25
3337,1120,133,4,14769.95,0
5496,1857,107,4,5246.1,0
3220,1086,17,2,25128.99,25
1331,447,32,4,26824.75,25
5406,1830,77,2,18285.87,10
2995,1013,134,4,1886.83,40
1089,359,78,3,14703.94,5
3645,1221,50,4,8459.78,15
1555,528,9,2,26287.67,40
106,37,90,5,8078.81,20
3472,1165,126,5,25978.18,10
1959,659,125,6,31046.36,25
6071,2045,81,3,6695.21,10
5934,1998,116,4,7432.28,0
5052,1716,90,5,8469.26,5
4258,1433,126,3,23848.6,0
5253,1778,53,6,10948.99,40
812,267,62,1,29441.05,10
5267,1781,81,5,6094.15,25
3887,1306,46,1,6155.36,40
3152,1062,68,3,25054.78,15
6106,2059,98,4,6620.61,15
3418,1145,86,6,13508.56,0
3041,1025,105,1,10873.5,0
3707,1243,142,3,30002.27,15
3209,1082,97,3,35738.85,30
295,100,57,5,3670.29,10
5895,1986,119,5,4233.06,0
1540,522,30,6,21632.86,40
1375,464,81,6,7183.43,20
1640,556,5,4,9522.86,25
3994,1339,25,3,34826.31,0
6104,2058,88,2,36925.6,0
6113,2060,90,5,6784.78,25
6399,2155,131,2,14456.05,25
5025,1708,15,2,32375.06,5
4594,1558,102,1,1404.56,40
166,58,145,2,11311.07,15
5828,1963,30,4,17292.6,20
1803,610,134,1,2149.32,25
2073,699,129,1,30950.89,30
1016,335,20,2,24256.45,30
6197,2091,75,3,6209.3,5
1014,334,81,1,6905.66,20
4311,1451,111,6,21591.64,40
72,24,17,3,26643.93,20
4954,1680,15,3,38738.88,20
4108,1382,136,4,28919.29,10
289,97,38,2,5738.85,5
4890,1658,145,1,10560.23,20
1359,458,59,2,7775.06,10
984,325,114,5,3340.07,40
154,53,106,6,20934.98,25
333,113,121,6,24073.44,30
1791,606,15,5,31834.28,10
3985,1337,145,4,10812.74,15
3176,1071,115,1,35726.92,15
3897,1310,48,4,13962.75,40
5914,1991,79,5,6825.66,40
6351,2139,11,1,28900.68,0
1511,514,6,1,21390.76,0
3611,1210,35,3,25279.96,15
3444,1156,21,1,30198.73,0
613,202,87,6,32061.94,10
4122,1386,123,3,14048.65,40
159,55,104,1,353.93,10
2703,913,2,6,22757.14,15
509,169,62,3,31983.49,0
4237,1423,2,4,24643.87,40
5938,2001,96,1,21368.14,10
3143,1059,112,5,29574.33,40
1362,459,145,4,12726.93,20
4556,1546,109,1,15398.71,0
2021,682,18,5,22725.15,40
2671,903,102,5,1202.31,25
1729,587,59,2,6079.29,5
6407,2158,45,2,33966.98,15
2749,928,59,6,6066.31,25
4474,1513,144,6,33696.08,10
4336,1461,26,1,9880.47,5
98,34,40,1,14677.83,0
4609,1563,89,3,14050.78,25
1673,567,19,2,11592.73,0
4065,1366,68,6,26316.88,15
680,226,34,3,9998.34,0
5651,1907,15,1,32845.58,5
2126,714,133,5,18067.33,0
104,36,49,2,7503.39,30
6309,2126,70,4,21383.93,30
4335,1460,129,2,26279.38,0
5702,1922,24,1,11926.78,5
2583,872,79,4,6314.67,0
1181,393,31,5,32539.58,30
1864,629,146,4,14375.06,20
5227,1771,112,1,32297.59,20
5860,1975,29,1,24440.46,40
1317,442,40,3,14317.07,0
3899,1311,95,2,16696.0,0
5973,2014,141,4,34121.92,30
247,85,24,3,12958.6,0
465,156,113,2,17347.96,15
6030,2032,124,2,17495.55,40
140,49,108,5,24942.69,40
5714,1926,148,4,29359.54,0
5462,1847,30,1,22244.64,40
5674,1912,73,3,25227.2,5
4001,1343,79,1,5165.41,0
3597,1205,24,2,10978.9,5
2277,767,45,5,36512.32,30
312,106,117,2,11665.81,30
772,255,137,4,1680.17,0
1006,331,138,5,18631.01,20
6533,2197,80,6,22012.79,5
5862,1975,90,3,8143.2,10
2942,996,14,3,883.9,5
294,99,15,3,34474.12,5
2879,977,127,1,15375.79,40
816,269,62,3,29633.67,40
3916,1317,39,5,30041.47,40
3550,1189,32,2,24845.97,10
2112,710,144,3,30886.2,0
3971,1333,38,2,4886.69,10
422,142,47,3,9818.02,15
2721,920,3,6,920.2,15
5520,1864,95,5,18552.79,15
2742,927,37,4,16191.32,10
1587,540,38,3,5375.43,40
5085,1727,61,1,30096.79,0
5608,1892,106,6,16118.49,20
3356,1125,136,3,31181.7,25
4481,1515,145,1,11380.87,0
1106,366,52,2,30226.61,30
63,21,122,2,8381.52,10
145,51,28,6,6137.5,0
3980,1335,60,1,1793.23,20
5572,1881,74,2,9995.3,0
6070,2044,5,3,7568.8,10
4762,1614,92,6,25797.05,15
3373,1131,24,6,11586.26,15
3627,1215,134,2,2273.14,10
2729,923,34,4,9313.93,0
2054,693,120,3,23150.28,10
3297,1107,140,2,11970.82,10
6388,2149,42,6,4143.6,40
3567,1196,59,5,6633.25,10
4632,1569,73,6,26628.46,0
2179,736,37,6,17752.05,5
2874,975,124,3,17902.21,0
1365,460,115,2,31944.23,0
3555,1190,83,-2,27490.99,5
3050,1028,130,6,5283.45,30
2975,1006,14,3,1022.96,30
2372,803,48,1,14133.42,10
2249,758,37,3,14552.08,0
2219,748,93,6,21033.6,0
5042,1714,90,6,6962.98,0
3235,1090,140,6,14849.22,15
5435,1838,109,3,14306.61,0
287,97,134,3,2093.3,10
3926,1319,42,2,4330.78,5
3091,1042,54,6,20208.7,5
1405,475,108,6,28602.52,0
5066,1721,141,4,33674.09,15
2015,681,148,5,38753.28,40
2595,877,92,6,28706.07,5
6271,2114,83,3,28175.66,15
3949,1327,40,1,11325.62,40
1287,434,71,4,24896.19,10
37,12,57,3,3773.98,10
2192,739,110,6,501.4,0
4340,1463,12,1,19436.13,0
4640,1573,115,4,29460.55,0
3910,1314,70,3,18095.85,40
4246,1428,49,1,8557.41,0
4022,1351,13,1,27144.57,0
5461,1847,28,1,5629.26,15
6266,2112,11,5,33780.45,15
804,265,31,3,34461.54,0
4403,1485,148,4,30284.43,40
5626,1897,87,3,31957.16,10
1011,334,135,6,12242.0,20
3659,1226,86,4,15416.24,15
3752,1260,102,6,1452.82,0
1454,493,143,3,26162.9,0
43,14,38,2,5620.2,5
4281,1441,82,3,9357.85,0
1765,597,131,6,15920.1,5
1170,390,55,5,2907.15,10
5659,1909,56,1,9487.62,40
1445,489,61,5,27016.36,0
3285,1104,15,4,30845.48,0
4171,1402,111,2,22514.88,25
3959,1329,39,2,27562.81,30
1254,421,24,3,11142.59,40
3093,1043,1,2,21151.3,30
5603,1891,100,2,8201.01,20
4374,1474,131,1,13154.65,0
5313,1801,36,3,23295.24,10
939,309,105,6,11863.42,30
4488,1517,34,4,8985.61,30
5509,1860,15,6,28311.96,20
5383,1825,54,-3,21865.18,5
203,71,109,3,13379.95,0
175,61,88,5,35490.55,5
2544,859,101,5,6922.96,25
1190,396,2,1,18838.99,25
4447,1503,10,5,25245.35,25
3166,1067,143,5,27866.86,0
1269,427,28,1,6099.91,15
5872,1979,56,3,9206.68,30
3350,1124,91,1,26704.95,0
1026,339,102,5,1405.75,15
1907,642,45,6,30636.89,40
6526,2195,136,2,26198.11,0
1049,346,103,5,6475.7,40
1125,373,134,4,1899.86,30
1078,353,67,5,22972.86,20
5231,1772,58,4,10884.36,10
1349,455,109,1,17912.56,25
1316,442,100,6,7469.68,25
5035,1711,75,3,7437.45,25
4463,1509,112,3,31140.62,20
5119,1738,19,3,12484.05,15
4177,1404,95,3,18495.6,30
3646,1222,114,4,3304.87,0
5209,1765,64,1,24102.57,5
2961,1001,100,5,8545.42,25
737,245,93,1,19724.21,25
1635,554,124,1,16385.03,0
3149,1061,86,6,13164.78,10
809,266,38,2,5633.64,0
6356,2140,101,6,5157.91,20
6443,2170,21,3,24888.88,20
23,8,11,6,29865.89,0
4016,1349,79,3,5157.03,0
3019,1020,52,4,26705.38,0
2594,876,53,3,13605.32,0
4175,1404,90,2,7022.84,20
6379,2147,18,6,30521.95,20
3400,1139,1,-3,20363.92,0
3387,1135,30,5,17760.33,40
3268,1099,118,4,10661.66,15
4783,1619,99,2,24769.43,30
2798,948,60,6,1874.99,0
2598,878,128,4,20321.77,10
5369,1819,112,5,30960.52,40
1275,430,146,1,11890.19,10
73,24,13,5,30523.62,0
3035,1024,143,1,35695.21,20
5576,1882,142,6,30224.49,0
4692,1591,135,5,9508.53,0
113,39,51,5,379.71,40
381,129,27,4,10522.33,20
4725,1604,19,4,11115.08,0
230,80,41,1,15070.13,10
4384,1478,113,5,17197.48,5
4328,1458,70,2,21371.83,5
1199,400,46,2,5182.81,30
4327,1457,63,4,23172.55,5
6462,2176,77,1,20506.37,0
4630,1568,4,6,11224.03,10
4850,1645,65,6,18773.23,0
3595,1205,135,6,12368.11,0
2223,750,127,2,16176.73,5
5764,1940,122,1,6696.26,15
3066,1033,134,4,2004.29,0
6205,2092,68,3,30070.06,40
3764,1265,140,5,12697.24,0
4110,1383,68,2,26941.69,5
6131,2065,31,4,30204.15,0
478,159,25,2,27325.89,25
4200,1411,131,6,14060.15,25
4314,1452,5,4,8012.27,25
3690,1237,16,5,2639.98,5
4947,1678,70,2,18705.6,5
3950,1327,2,6,20909.6,10
3385,1135,148,3,38404.05,10
2258,762,39,1,29827.14,25
4842,1640,45,3,32417.03,0
1385,467,140,2,11938.29,0
751,248,39,1,30927.91,30
784,259,33,4,1048.09,0
864,285,52,-1,32868.57,10
6436,2168,10,3,21342.83,30
5479,1852,118,-3,13750.17,25
1891,636,36,3,20400.1,15
278,95,35,5,25294.88,0
2393,811,79,3,6406.42,0
4759,1613,14,3,889.19,20
1696,575,67,2,19555.28,0
53,17,61,4,27583.28,0
1809,611,131,1,13944.0,15
5428,1837,97,3,31999.72,0
3276,1102,34,1,11942.95,30
4082,1373,37,5,15965.01,30
1509,513,6,4,21695.03,5
2275,766,127,6,19519.23,25
6524,2195,56,-1,8986.47,40
2050,690,132,3,19427.74,10
5675,1913,53,4,12928.94,5
1554,528,143,4,28060.65,10
5985,2018,113,5,20092.29,5
468,156,55,3,2316.69,0
4937,1674,12,2,19613.34,10
5850,1971,93,5,19423.3,0
5038,1713,47,2,10474.55,0
1863,629,18,3,27171.5,0
5293,1794,60,3,1523.7,0
1957,658,11,1,28561.67,25
5341,1811,22,1,4925.89,20
6119,2062,26,4,9580.84,0
6386,2149,41,3,14370.66,0
4883,1655,51,4,370.82,0
3286,1104,49,1,6659.69,0
4839,1639,64,3,18271.13,40
5141,1744,27,1,11719.43,40
662,219,4,5,13876.92,0
3409,1142,82,5,10342.3,30
2613,882,37,3,17193.38,25
4208,1413,124,3,21551.0,0
6468,2178,49,4,7635.65,0
765,253,134,4,2198.91,15
5666,1910,66,6,9305.78,40
6391,2150,72,6,19790.73,40
6394,2152,51,3,397.66,15
426,144,14,6,960.54,0
136,48,2,4,20103.04,30
4308,1450,14,4,957.09,40
134,48,62,6,33485.23,5
1981,665,146,3,14787.52,10
119,42,40,4,11979.12,10
5448,1842,104,3,354.98,30
1699,576,109,1,16353.95,30
2046,689,28,5,5014.48,0
4061,1364,16,5,2672.62,20
4093,1377,112,-3,29748.95,30
3157,1064,134,1,1960.28,0
2647,894,49,1,8548.35,10
4823,1634,8,1,29122.52,0
3049,1027,128,3,21179.58,15
261,88,80,5,24031.3,0
4248,1429,127,3,20533.51,0
4892,1659,94,6,1736.06,5
3802,1277,16,1,3502.6,30
1143,379,57,6,3178.42,30
1260,424,104,3,434.92,0
5321,1804,116,-3,7078.46,40
1796,607,132,5,17285.15,15
1670,566,108,6,24668.73,20
236,82,97,5,32942.7,30
292,99,145,4,12550.17,25
2792,946,5,6,7615.89,0
4629,1568,52,2,32881.63,40
1452,492,44,2,33281.83,15
5467,1848,68,6,26545.11,0
2517,852,117,3,9832.01,10
1434,484,115,3,36117.33,10
3904,1313,145,2,12664.36,5
606,199,43,4,12578.6,40
3508,1176,53,5,11466.01,0
6223,2098,28,6,6595.04,0
3246,1093,16,1,2840.44,0
2833,962,10,3,26132.01,5
904,298,121,6,21161.34,10
1035,341,30,6,19441.47,0
3053,1029,66,3,11377.89,30
3576,1198,120,3,21522.61,30
5903,1989,90,4,7383.12,0
1935,651,100,5,8983.57,40
2799,949,38,6,4365.59,25
2843,966,118,-3,10544.57,40
2429,821,87,-2,23837.42,30
4477,1514,123,5,16629.91,20
4664,1581,67,6,21660.88,15
2489,840,9,3,27452.8,30
3265,1097,109,1,13422.54,0
4637,1571,148,5,33209.25,10
3097,1044,142,2,30231.83,15
2824,958,146,2,12873.77,15
6109,2060,75,5,7074.11,15
5679,1914,17,5,24051.8,40
5762,1940,114,3,3011.39,10
2227,751,6,6,23161.65,25
1491,507,144,4,35682.6,10
353,120,111,1,21791.82,0
6098,2056,113,3,20022.97,0
3008,1018,69,2,10642.84,25
1789,605,59,5,5896.77,20
1096,362,109,6,16718.56,30
516,173,66,5,12012.72,5
3608,1209,138,2,20821.65,30
196,69,144,2,37570.69,30
3517,1178,19,1,12132.05,0
6518,2193,130,2,5279.69,30
934,307,142,1,27866.98,30
5901,1988,3,1,1070.93,40
5748,1936,100,1,7796.64,25
440,148,45,6,36316.01,25
6134,2067,94,6,2114.92,5
5842,1968,53,5,11681.25,0
692,231,23,4,15395.39,0
5942,2002,111,3,20778.55,0
5361,1817,144,6,34648.38,25
896,295,38,3,4975.06,20
3908,1314,41,2,15443.31,15
3140,1058,66,4,10335.88,30
1063,349,138,1,17576.99,0
4667,1581,16,3,2668.33,15
4456,1506,121,2,21188.9,20
758,251,43,2,12896.66,0
1351,455,82,5,10301.54,0
3932,1321,114,3,2912.82,5
5948,2005,146,4,13164.64,40
5399,1829,121,4,22878.9,0
4150,1396,133,3,16230.83,25
4062,1364,55,2,2407.85,0
2221,749,39,1,25373.46,30
4513,1530,64,4,24122.85,15
1666,565,102,5,1442.09,15
2725,921,18,3,26182.2,5
5187,1759,103,3,5514.22,30
1461,496,114,1,3847.18,15
5450,1843,143,1,36215.93,0
3563,1195,120,5,20910.21,10
491,164,1,2,16697.05,20
6314,2127,107,2,5017.7,25
4130,1388,56,3,8657.53,30
6180,2084,138,4,15792.22,0
5753,1938,46,1,5981.57,30
3823,1285,12,1,15684.99,20
4273,1440,23,3,20041.77,20
5803,1956,86,6,13965.5,40
3432,1149,22,2,4406.95,40
2164,731,35,5,23226.63,30
2119,712,55,1,2334.46,40
5515,1862,128,5,22458.76,15
2072,699,89,4,16517.1,30
6227,2099,134,5,2381.9,5
1561,530,94,4,2067.09,0
1733,588,17,2,22283.09,30
2483,838,96,6,17284.52,0
5560,1877,15,1,34502.66,0
1649,558,105,5,13103.77,0
3405,1141,40,5,12530.71,20
5735,1932,31,2,34324.47,15
4385,1478,146,1,12060.67,10
5851,1972,142,4,27052.46,20
4392,1480,32,1,26241.58,40
1850,625,48,4,13177.17,0
1585,538,40,4,10730.4,0
684,227,13,2,30159.4,10
4899,1661,124,2,18256.62,0
3867,1298,144,1,34116.5,40
628,206,14,5,880.72,30
5629,1899,91,5,25043.83,30
1950,655,145,1,13866.05,40
5224,1770,45,3,36079.22,25
1795,607,119,5,3537.14,25
3463,1163,101,1,5681.66,30
2745,928,102,2,1172.84,5
5024,1707,147,2,6922.44,5
2265,764,117,1,12125.79,0
5936,2000,141,3,34149.11,15
3267,1099,104,6,380.33,0
2610,881,113,6,17703.29,15
1968,662,142,6,30640.21,40
3488,1170,110,4,508.49,10
2587,875,103,3,6284.56,0
4024,1351,38,5,4992.27,30
4721,1602,63,3,20112.14,0
2851,969,91,4,25980.01,30
5587,1885,31,5,30214.36,10
3101,1045,68,5,25875.51,0
2203,742,103,4,6341.7,30
2195,740,128,2,16846.67,40
3574,1198,30,6,19766.98,0
3786,1271,100,1,8459.5,30
4555,1546,129,3,32743.75,5
6,2,121,5,23811.42,0
4359,1469,75,1,6834.4,30
847,280,51,2,357.93,25
2835,963,18,1,29868.46,20
1832,618,38,1,4721.77,15
4620,1565,145,1,13634.53,0
3616,1211,70,5,21124.79,20
1095,362,41,6,14737.68,15
2070,698,146,6,11994.02,5
3187,1074,30,5,19746.68,15
1145,380,82,6,9953.4,0
1934,651,43,2,13671.72,25
3043,1026,147,2,8203.67,0
5747,1936,110,4,585.31,40
4223,1418,88,4,34009.39,10
5124,1739,45,2,31983.68,0
6022,2030,54,4,20017.76,40
167,58,92,2,25756.9,25
977,323,82,2,9214.31,25
298,100,63,5,23204.2,0
1978,665,100,5,7301.4,0
1294,436,29,3,19126.3,10
5510,1861,139,2,2716.95,40
6534,2197,34,5,10089.0,30
1456,494,77,4,16042.98,10
2250,758,81,6,7094.74,0
1214,406,2,1,25887.93,0
1958,659,25,1,30483.63,25
3928,1320,2,1,25412.99,40
1973,663,39,4,30062.49,15
5322,1804,41,4,16280.0,10
2981,1008,32,6,27479.97,5
2776,939,123,5,17778.37,15
1980,665,130,3,5958.25,20
1000,328,119,1,4322.1,30
1914,644,27,3,11907.97,20
2904,984,105,1,12975.64,40
3136,1057,107,3,4118.08,10
2659,899,140,3,15018.36,0
4159,1399,9,6,30920.9,15
5876,1980,51,5,321.19,20
2812,954,105,6,13221.55,10
11,4,135,4,9339.28,0
15,5,81,5,7298.29,0
103,36,100,1,9329.51,0
4342,1464,5,1,7548.84,0
5606,1891,92,3,22990.12,0
6319,2128,17,3,23649.65,0
4848,1643,70,1,17903.52,25
2779,941,73,1,27287.89,25
2041,688,54,2,21364.52,0
3056,1030,31,3,34325.41,15
2346,794,41,1,15789.48,40
5894,1986,67,6,19980.69,10
893,294,91,2,20274.43,30
5001,1700,74,2,9466.82,10
5458,1846,15,6,33794.78,0
6420,2164,62,4,28515.06,30
5493,1856,120,-1,24927.75,0
1382,466,16,4,2953.12,0
3637,1220,101,1,5700.55,40
6339,2135,138,6,20973.54,0
2553,863,63,5,22696.57,15
3408,1142,102,4,1270.3,10
132,47,68,1,28575.79,0
3638,1220,25,1,30681.62,25
1453,492,93,1,25203.57,20
2899,982,22,2,4825.21,5
5785,1951,123,6,15274.24,25
5225,1771,75,5,6244.84,5
1017,336,29,5,24425.66,40
5665,1910,14,5,970.07,15
4530,1535,129,4,28415.29,20
4624,1567,80,1,21053.21,40
279,95,105,3,11379.38,0
6363,2142,145,2,12186.31,0
3892,1308,49,6,7189.44,0
709,236,65,4,19881.05,10
3044,1026,107,5,5338.55,15
3493,1171,81,6,5670.91,10
3625,1214,54,4,17299.58,20
6440,2169,88,5,31641.2,0
1871,631,121,3,20369.12,0
2998,1014,144,4,35299.23,0
4286,1444,71,6,23080.7,20
6153,2074,22,5,3766.34,15
304,102,65,3,16893.39,0
5139,1743,20,3,25663.72,0
3040,1025,126,5,20571.03,0
2377,805,81,1,6889.5,0
40,13,85,1,19315.34,10
5784,1950,56,1,10706.93,10
4891,1658,76,5,23541.95,25
4887,1655,37,6,19357.39,30
5696,1920,85,5,17520.29,0
4678,1585,147,2,8762.94,40
6340,2135,94,2,1767.83,25
874,288,71,3,26141.2,5
3947,1326,27,5,9160.4,0
2768,935,37,3,15783.92,40
5499,1857,144,5,28866.8,0
4859,1646,5,5,9264.24,0
48,16,107,3,5341.83,0
4467,1511,135,-1,11875.8,15
2645,894,20,2,22881.6,5
120,42,72,1,27110.93,15
929,305,3,4,905.5,20
2232,753,66,3,11843.46,5
3680,1234,23,4,17701.44,25
5704,1923,21,4,27298.81,20
3822,1285,40,1,13238.98,25
6437,2168,100,1,7593.9,0
1409,476,112,2,30355.46,0
949,314,60,1,1479.38,5
724,240,3,3,868.29,0
1757,595,69,5,9512.91,30
936,308,49,6,8036.77,0
2697,911,49,3,7481.79,40
82,30,117,6,12014.53,0
404,135,43,5,11638.56,40
3549,1189,12,4,20113.39,5
