region_code,order_date,daily_revenue,running_total
NORTH,2024-03-22,139126.17,7718984.43
NORTH,2024-03-24,2498.91,7721483.34
NORTH,2024-03-25,170501.51,7891984.85
NORTH,2024-04-11,244217.2,8136202.05
NORTH,2024-04-16,121940.98,8258143.03
NORTH,2024-04-17,111976.31,8370119.34
NORTH,2024-04-21,42604.76,8412724.1
NORTH,2024-04-27,192612.72,8605336.82
NORTH,2024-04-29,201392.56,8806729.38
NORTH,2024-05-01,96016.71,8902746.09
NORTH,2024-05-02,34358.6,8937104.69
NORTH,2024-05-04,24722.42,8961827.11
NORTH,2024-05-13,231869.52,9193696.63
NORTH,2024-05-15,25294.36,9218990.99
NORTH,2024-05-16,125092.62,9344083.61
NORTH,2024-05-17,140109.04,9484192.65
NORTH,2024-05-20,150898.61,9635091.25
NORTH,2024-05-23,165016.84,9800108.09
NORTH,2024-05-26,394270.64,10194378.73
NORTH,2024-05-27,135200.32,10329579.05
NORTH,2024-06-11,15613.59,10345192.64
NORTH,2024-06-16,146495.77,10491688.41
NORTH,2024-06-17,26078.97,10517767.38
NORTH,2024-06-19,308568.82,10826336.2
NORTH,2024-06-20,175043.69,11001379.89
NORTH,2024-06-26,242750.86,11244130.75
NORTH,2024-06-28,43997.51,11288128.25
NORTH,2024-06-30,774250.46,12062378.72
NORTH,2024-07-01,71758.29,12134137.01
NORTH,2024-07-03,52121.97,12186258.98
NORTH,2024-07-04,114391.01,12300649.99
NORTH,2024-07-06,79771.65,12380421.63
NORTH,2024-07-13,47845.36,12428266.99
NORTH,2024-07-15,138295.01,12566562.0
NORTH,2024-07-19,176833.83,12743395.83
NORTH,2024-07-20,192604.62,12936000.45
NORTH,2024-07-21,12720.08,12948720.53
NORTH,2024-07-23,66327.17,13015047.69
NORTH,2024-07-24,345205.76,13360253.46
NORTH,2024-07-26,291943.82,13652197.28
NORTH,2024-07-28,60861.54,13713058.82
NORTH,2024-07-29,101399.13,13814457.95
NORTH,2024-08-06,42024.54,13856482.49
NORTH,2024-08-14,293701.79,14150184.29
NORTH,2024-08-15,124488.49,14274672.77
NORTH,2024-08-18,172347.14,14447019.91
NORTH,2024-08-19,268927.61,14715947.52
NORTH,2024-08-21,5518.02,14721465.54
NORTH,2024-08-27,457358.28,15178823.82
NORTH,2024-08-28,166116.71,15344940.53
NORTH,2024-09-01,82231.96,15427172.49
NORTH,2024-09-03,160535.25,15587707.74
NORTH,2024-09-06,273537.79,15861245.54
NORTH,2024-09-09,255761.82,16117007.36
NORTH,2024-09-10,498990.12,16615997.48
NORTH,2024-09-11,356061.35,16972058.83
NORTH,2024-09-15,37666.74,17009725.57
NORTH,2024-09-16,326496.48,17336222.05
NORTH,2024-09-17,114660.42,17450882.47
NORTH,2024-09-20,280648.71,17731531.18
NORTH,2024-09-22,407653.17,18139184.35
NORTH,2024-09-24,198134.02,18337318.37
NORTH,2024-09-26,126458.05,18463776.42
NORTH,2024-09-27,195074.61,18658851.04
NORTH,2024-09-30,58549.11,18717400.15
NORTH,2024-10-01,67942.84,18785342.99
NORTH,2024-10-02,239361.81,19024704.8
NORTH,2024-10-03,204759.27,19229464.07
NORTH,2024-10-04,161158.23,19390622.3
NORTH,2024-10-05,484781.61,19875403.9
NORTH,2024-10-07,103698.88,19979102.78
NORTH,2024-10-12,221393.11,20200495.89
NORTH,2024-10-13,109876.65,20310372.55
NORTH,2024-10-14,301099.84,20611472.39
NORTH,2024-10-18,233261.86,20844734.25
NORTH,2024-10-20,106583.21,20951317.47
NORTH,2024-10-21,-15283.54,20936033.92
NORTH,2024-10-24,179923.94,21115957.86
NORTH,2024-10-25,643859.86,21759817.72
NORTH,2024-10-28,68937.46,21828755.18
NORTH,2024-10-29,374445.57,22203200.75
NORTH,2024-10-30,156841.4,22360042.15
NORTH,2024-11-01,21531.12,22381573.27
NORTH,2024-11-06,76532.64,22458105.91
NORTH,2024-11-08,305930.43,22764036.35
NORTH,2024-11-09,77024.57,22841060.92
NORTH,2024-11-12,168801.82,23009862.73
NORTH,2024-11-14,275373.86,23285236.59
NORTH,2024-11-16,302096.61,23587333.21
NORTH,2024-11-17,301365.42,23888698.63
NORTH,2024-11-18,37915.5,23926614.13
NORTH,2024-11-19,214775.02,24141389.15
NORTH,2024-11-22,176108.02,24317497.17
NORTH,2024-11-27,143937.3,24461434.48
NORTH,2024-12-01,299688.64,24761123.11
NORTH,2024-12-02,149772.76,24910895.87
NORTH,2024-12-05,163857.45,25074753.32
NORTH,2024-12-07,52723.65,25127476.97
NORTH,2024-12-09,515.5,25127992.47
NORTH,2024-12-11,234229.74,25362222.21
NORTH,2024-12-13,159204.43,25521426.64
NORTH,2024-12-15,-25706.23,25495720.41
NORTH,2024-12-16,232195.1,25727915.51
NORTH,2024-12-21,129090.51,25857006.02
NORTH,2024-12-23,647644.1,26504650.12
NORTH,2024-12-24,178537.94,26683188.06
NORTH,2024-12-25,223075.78,26906263.84
NORTH,2024-12-26,418066.25,27324330.09
NORTH,2024-12-29,120464.17,27444794.25
NORTH,2024-12-30,464077.53,27908871.79
NORTH,2024-12-31,440130.73,28349002.52
NORTH,2025-01-01,34480.46,28383482.98
NORTH,2025-01-03,158574.39,28542057.37
NORTH,2025-01-08,131321.51,28673378.88
NORTH,2025-01-09,546058.02,29219436.9
NORTH,2025-01-10,116061.95,29335498.85
NORTH,2025-01-11,263363.53,29598862.38
NORTH,2025-01-13,237713.76,29836576.14
NORTH,2025-01-14,245556.74,30082132.88
NORTH,2025-01-15,40859.36,30122992.23
NORTH,2025-01-16,282225.11,30405217.35
NORTH,2025-01-17,362622.2,30767839.55
NORTH,2025-01-19,3902.35,30771741.89
NORTH,2025-01-20,101528.79,30873270.68
NORTH,2025-01-24,58509.81,30931780.49
NORTH,2025-01-25,220144.46,31151924.96
NORTH,2025-01-26,78279.17,31230204.13
NORTH,2025-01-28,32602.36,31262806.49
NORTH,2025-02-02,58836.9,31321643.39
NORTH,2025-02-03,473679.97,31795323.36
NORTH,2025-02-04,109011.32,31904334.68
NORTH,2025-02-05,308093.43,32212428.11
NORTH,2025-02-06,27081.11,32239509.22
NORTH,2025-02-07,136536.56,32376045.78
NORTH,2025-02-08,255392.51,32631438.29
NORTH,2025-02-10,172892.79,32804331.08
NORTH,2025-02-12,246100.28,33050431.35
NORTH,2025-02-14,325130.52,33375561.88
NORTH,2025-02-15,38610.86,33414172.74
NORTH,2025-02-18,435948.79,33850121.53
NORTH,2025-02-19,199265.9,34049387.42
NORTH,2025-02-21,222173.3,34271560.73
NORTH,2025-02-23,386948.52,34658509.25
NORTH,2025-02-25,195014.61,34853523.86
NORTH,2025-03-03,276686.36,35130210.22
NORTH,2025-03-04,68259.43,35198469.66
NORTH,2025-03-06,96261.03,35294730.68
NORTH,2025-03-07,133748.64,35428479.32
NORTH,2025-03-09,481309.79,35909789.11
NORTH,2025-03-10,30676.79,35940465.91
NORTH,2025-03-11,264784.07,36205249.97
NORTH,2025-03-12,270830.35,36476080.32
NORTH,2025-03-16,144939.01,36621019.33
NORTH,2025-03-17,500162.26,37121181.59
NORTH,2025-03-18,3502.14,37124683.73
NORTH,2025-03-21,349218.37,37473902.1
NORTH,2025-03-22,249246.6,37723148.7
NORTH,2025-03-23,185534.79,37908683.5
NORTH,2025-03-24,229059.99,38137743.48
NORTH,2025-03-26,291042.71,38428786.2
NORTH,2025-03-27,466193.0,38894979.19
NORTH,2025-03-28,52171.04,38947150.23
NORTH,2025-03-30,32313.81,38979464.04
NORTH,2025-03-31,227220.89,39206684.93
NORTH,2025-04-01,303995.85,39510680.78
NORTH,2025-04-02,147334.88,39658015.66
NORTH,2025-04-03,144496.58,39802512.24
NORTH,2025-04-06,-11440.59,39791071.65
NORTH,2025-04-07,133273.4,39924345.06
NORTH,2025-04-08,272378.57,40196723.62
NORTH,2025-04-10,533159.53,40729883.15
NORTH,2025-04-11,233151.78,40963034.93
NORTH,2025-04-14,330763.59,41293798.52
NORTH,2025-04-15,310703.91,41604502.43
NORTH,2025-04-16,325006.59,41929509.03
NORTH,2025-04-18,6785.66,41936294.68
NORTH,2025-04-19,65388.91,42001683.59
NORTH,2025-04-20,450145.91,42451829.51
NORTH,2025-04-21,174588.5,42626418.01
NORTH,2025-04-22,217802.88,42844220.89
NORTH,2025-04-23,350729.59,43194950.48
NORTH,2025-04-24,286786.01,43481736.49
NORTH,2025-04-26,413802.65,43895539.15
NORTH,2025-04-28,126190.43,44021729.58
NORTH,2025-04-29,44706.13,44066435.71
NORTH,2025-04-30,122892.03,44189327.74
NORTH,2025-05-02,248995.1,44438322.83
NORTH,2025-05-03,87057.82,44525380.65
NORTH,2025-05-04,142402.07,44667782.73
NORTH,2025-05-05,931398.75,45599181.48
NORTH,2025-05-06,306448.22,45905629.69
NORTH,2025-05-07,165355.29,46070984.98
NORTH,2025-05-08,375498.35,46446483.33
NORTH,2025-05-09,239182.65,46685665.98
NORTH,2025-05-10,61259.38,46746925.35
NORTH,2025-05-11,546578.55,47293503.9
NORTH,2025-05-12,65975.78,47359479.68
NORTH,2025-05-13,391107.01,47750586.69
NORTH,2025-05-14,127814.56,47878401.25
NORTH,2025-05-15,164330.46,48042731.71
NORTH,2025-05-16,305987.43,48348719.15
NORTH,2025-05-17,25498.62,48374217.77
NORTH,2025-05-19,375056.17,48749273.94
NORTH,2025-05-21,221361.57,48970635.51
NORTH,2025-05-22,423774.8,49394410.31
NORTH,2025-05-23,104222.94,49498633.25
NORTH,2025-05-24,293633.35,49792266.6
NORTH,2025-05-26,222539.81,50014806.41
NORTH,2025-05-28,20119.08,50034925.49
NORTH,2025-05-29,186348.14,50221273.63
NORTH,2025-05-30,289798.67,50511072.3
NORTH,2025-05-31,665670.61,51176742.91
NORTH,2025-06-02,352242.12,51528985.03
NORTH,2025-06-03,238991.09,51767976.13
NORTH,2025-06-05,105437.02,51873413.15
NORTH,2025-06-06,542617.99,52416031.14
NORTH,2025-06-07,3105.41,52419136.55
NORTH,2025-06-08,240990.69,52660127.24
NORTH,2025-06-09,206709.01,52866836.25
NORTH,2025-06-10,576964.3,53443800.55
NORTH,2025-06-12,308694.77,53752495.32
NORTH,2025-06-13,274889.09,54027384.41
NORTH,2025-06-15,473939.73,54501324.15
NORTH,2025-06-16,415064.75,54916388.9
NORTH,2025-06-17,117300.16,55033689.05
NORTH,2025-06-18,635366.37,55669055.43
NORTH,2025-06-19,63316.67,55732372.1
NORTH,2025-06-20,154178.43,55886550.53
NORTH,2025-06-21,30683.48,55917234.01
NORTH,2025-06-22,212130.6,56129364.6
NORTH,2025-06-23,19146.81,56148511.41
NORTH,2025-06-24,103961.01,56252472.42
NORTH,2025-06-25,1223645.2,57476117.62
NORTH,2025-06-26,1157042.72,58633160.34
NORTH,2025-06-27,924449.05,59557609.39
NORTH,2025-06-28,585375.32,60142984.71
NORTH,2025-06-29,180636.31,60323621.03
SOUTH,2023-06-14,168265.86,168265.86
SOUTH,2023-06-19,227100.88,395366.74
SOUTH,2023-06-24,135726.71,531093.45
SOUTH,2023-07-04,197118.64,728212.09
SOUTH,2023-07-20,98377.41,826589.5
SOUTH,2023-08-01,101078.02,927667.52
SOUTH,2023-08-26,55761.77,983429.28
SOUTH,2023-09-04,134600.5,1118029.78
SOUTH,2023-09-07,201241.31,1319271.09
SOUTH,2023-09-13,315578.67,1634849.76
SOUTH,2023-10-07,172785.68,1807635.44
SOUTH,2023-10-09,172752.02,1980387.46
SOUTH,2023-10-14,80099.37,2060486.83
SOUTH,2023-10-30,108934.71,2169421.54
SOUTH,2023-11-02,58324.14,2227745.69
SOUTH,2023-11-08,291117.56,2518863.24
SOUTH,2023-11-15,30896.98,2549760.22
SOUTH,2023-11-22,81346.71,2631106.93
SOUTH,2023-12-04,69727.7,2700834.63
SOUTH,2023-12-14,233544.0,2934378.64
SOUTH,2023-12-18,173054.02,3107432.66
SOUTH,2023-12-20,248695.66,3356128.32
SOUTH,2023-12-28,114859.09,3470987.42
SOUTH,2024-01-04,32542.91,3503530.33
SOUTH,2024-01-06,33510.6,3537040.93
SOUTH,2024-01-11,47549.41,3584590.34
SOUTH,2024-01-14,24727.89,3609318.23
SOUTH,2024-01-17,338567.9,3947886.14
SOUTH,2024-01-21,151025.03,4098911.17
SOUTH,2024-01-24,57464.55,4156375.72
SOUTH,2024-01-31,142074.96,4298450.68
SOUTH,2024-02-11,36077.97,4334528.65
SOUTH,2024-02-12,226726.22,4561254.87
SOUTH,2024-02-17,257346.4,4818601.27
SOUTH,2024-02-23,8767.84,4827369.11
SOUTH,2024-03-04,347382.49,5174751.6
SOUTH,2024-03-06,255755.23,5430506.83
SOUTH,2024-03-13,168801.55,5599308.38
SOUTH,2024-03-19,68142.71,5667451.09
SOUTH,2024-03-24,31837.52,5699288.61
SOUTH,2024-03-25,167297.48,5866586.09
SOUTH,2024-03-26,159547.3,6026133.39
SOUTH,2024-03-29,287509.44,6313642.83
SOUTH,2024-04-06,227983.0,6541625.83
SOUTH,2024-04-11,272255.16,6813881.0
SOUTH,2024-04-13,228258.49,7042139.49
SOUTH,2024-04-14,105883.53,7148023.02
SOUTH,2024-04-16,71238.98,7219262.0
SOUTH,2024-04-18,32632.96,7251894.96
SOUTH,2024-04-20,-5921.61,7245973.35
SOUTH,2024-04-23,42968.47,7288941.82
SOUTH,2024-04-24,156967.27,7445909.08
SOUTH,2024-05-01,149185.6,7595094.68
SOUTH,2024-05-02,293044.39,7888139.07
SOUTH,2024-05-09,231798.88,8119937.95
SOUTH,2024-05-13,158539.32,8278477.27
SOUTH,2024-05-14,64597.74,8343075.01
SOUTH,2024-05-15,135291.52,8478366.54
SOUTH,2024-05-18,53642.33,8532008.86
SOUTH,2024-05-20,79089.55,8611098.41
SOUTH,2024-05-21,105842.41,8716940.83
SOUTH,2024-05-25,136094.88,8853035.71
SOUTH,2024-05-31,77781.34,8930817.05
SOUTH,2024-06-07,92079.68,9022896.73
SOUTH,2024-06-13,119084.04,9141980.78
SOUTH,2024-06-16,49601.25,9191582.03
SOUTH,2024-06-17,165020.43,9356602.45
SOUTH,2024-06-19,225078.94,9581681.39
SOUTH,2024-06-23,96951.36,9678632.74
SOUTH,2024-06-24,146359.47,9824992.21
SOUTH,2024-06-26,305162.42,10130154.63
SOUTH,2024-06-28,29229.48,10159384.11
SOUTH,2024-06-29,297082.74,10456466.85
SOUTH,2024-07-03,673.13,10457139.98
SOUTH,2024-07-07,284253.25,10741393.23
SOUTH,2024-07-10,157218.29,10898611.52
SOUTH,2024-07-13,102764.97,11001376.49
SOUTH,2024-07-19,170038.21,11171414.7
SOUTH,2024-07-21,80465.85,11251880.55
SOUTH,2024-07-22,196265.01,11448145.56
SOUTH,2024-07-24,159620.01,11607765.57
SOUTH,2024-07-28,429812.71,12037578.28
SOUTH,2024-07-31,38990.34,12076568.62
SOUTH,2024-08-06,217099.85,12293668.47
SOUTH,2024-08-09,171833.92,12465502.39
SOUTH,2024-08-10,232715.58,12698217.98
SOUTH,2024-08-13,71010.3,12769228.28
SOUTH,2024-08-15,176077.54,12945305.82
SOUTH,2024-08-19,28621.18,12973927.01
SOUTH,2024-08-21,185770.69,13159697.69
SOUTH,2024-08-22,68059.68,13227757.37
SOUTH,2024-08-24,323231.43,13550988.8
SOUTH,2024-08-25,407925.62,13958914.42
SOUTH,2024-09-03,41094.01,14000008.43
SOUTH,2024-09-05,315360.25,14315368.68
SOUTH,2024-09-09,68749.27,14384117.95
SOUTH,2024-09-10,153331.43,14537449.38
SOUTH,2024-09-11,264926.76,14802376.14
SOUTH,2024-09-16,582789.89,15385166.03
SOUTH,2024-09-18,156387.62,15541553.65
SOUTH,2024-09-22,181517.07,15723070.72
SOUTH,2024-09-24,170750.08,15893820.8
SOUTH,2024-09-25,204664.55,16098485.35
SOUTH,2024-09-26,160573.58,16259058.93
SOUTH,2024-09-27,592034.04,16851092.97
SOUTH,2024-09-29,148655.03,16999748.0
SOUTH,2024-10-01,72424.72,17072172.73
SOUTH,2024-10-07,30494.88,17102667.61
SOUTH,2024-10-08,91895.12,17194562.73
SOUTH,2024-10-09,14402.42,17208965.15
SOUTH,2024-10-13,52558.76,17261523.91
SOUTH,2024-10-14,206089.93,17467613.84
SOUTH,2024-10-17,196568.06,17664181.9
SOUTH,2024-10-18,326377.04,17990558.95
SOUTH,2024-10-19,194272.29,18184831.23
SOUTH,2024-10-22,223199.92,18408031.16
SOUTH,2024-10-24,58353.44,18466384.59
SOUTH,2024-10-25,216289.79,18682674.38
SOUTH,2024-10-26,107374.65,18790049.03
SOUTH,2024-10-27,254866.21,19044915.24
SOUTH,2024-10-28,370602.83,19415518.08
SOUTH,2024-10-29,291533.27,19707051.34
SOUTH,2024-11-01,26165.24,19733216.59
SOUTH,2024-11-03,638246.85,20371463.44
SOUTH,2024-11-05,50850.91,20422314.35
SOUTH,2024-11-06,24758.58,20447072.93
SOUTH,2024-11-08,169567.7,20616640.63
SOUTH,2024-11-11,80619.26,20697259.89
SOUTH,2024-11-12,62671.46,20759931.35
SOUTH,2024-11-13,98011.96,20857943.32
SOUTH,2024-11-14,108289.22,20966232.54
SOUTH,2024-11-15,277525.03,21243757.57
SOUTH,2024-11-17,204772.39,21448529.96
SOUTH,2024-11-20,537310.12,21985840.07
SOUTH,2024-11-21,25612.22,22011452.29
SOUTH,2024-11-24,106274.48,22117726.78
SOUTH,2024-11-26,35467.25,22153194.03
SOUTH,2024-11-27,148781.51,22301975.54
SOUTH,2024-11-28,152458.88,22454434.42
SOUTH,2024-11-29,284013.69,22738448.11
SOUTH,2024-11-30,29631.5,22768079.62
SOUTH,2024-12-01,114382.18,22882461.8
SOUTH,2024-12-03,72303.19,22954764.99
SOUTH,2024-12-04,36912.02,22991677.01
SOUTH,2024-12-05,232057.74,23223734.75
SOUTH,2024-12-07,113908.35,23337643.1
SOUTH,2024-12-08,95483.15,23433126.25
SOUTH,2024-12-09,218398.77,23651525.02
SOUTH,2024-12-10,143380.01,23794905.04
SOUTH,2024-12-12,47511.86,23842416.89
SOUTH,2024-12-13,346522.39,24188939.29
SOUTH,2024-12-17,197985.02,24386924.3
SOUTH,2024-12-18,96189.02,24483113.32
SOUTH,2024-12-19,55274.95,24538388.28
SOUTH,2024-12-20,23741.34,24562129.62
SOUTH,2024-12-21,78802.21,24640931.83
SOUTH,2024-12-23,94588.29,24735520.12
SOUTH,2024-12-26,155486.86,24891006.97
SOUTH,2024-12-27,269317.5,25160324.48
SOUTH,2024-12-31,574743.61,25735068.09
SOUTH,2025-01-01,3748.32,25738816.41
SOUTH,2025-01-02,19459.4,25758275.81
SOUTH,2025-01-05,595205.73,26353481.54
SOUTH,2025-01-06,273639.03,26627120.57
SOUTH,2025-01-09,179063.82,26806184.39
SOUTH,2025-01-14,110452.3,26916636.69
SOUTH,2025-01-15,157317.64,27073954.34
SOUTH,2025-01-16,113759.99,27187714.32
SOUTH,2025-01-17,247703.62,27435417.94
SOUTH,2025-01-19,63660.97,27499078.91
SOUTH,2025-01-20,471913.21,27970992.12
SOUTH,2025-01-21,248604.06,28219596.19
SOUTH,2025-01-22,197192.48,28416788.67
SOUTH,2025-01-24,166483.06,28583271.72
SOUTH,2025-01-25,94581.09,28677852.81
SOUTH,2025-01-27,188918.47,28866771.28
SOUTH,2025-01-28,322643.64,29189414.92
SOUTH,2025-01-29,599898.19,29789313.11
SOUTH,2025-01-30,587773.45,30377086.56
SOUTH,2025-02-02,198625.68,30575712.24
SOUTH,2025-02-03,11957.5,30587669.75
SOUTH,2025-02-06,118020.12,30705689.87
SOUTH,2025-02-07,163790.92,30869480.79
SOUTH,2025-02-09,95331.13,30964811.92
SOUTH,2025-02-10,79621.56,31044433.48
SOUTH,2025-02-11,228313.63,31272747.11
SOUTH,2025-02-13,243606.29,31516353.4
SOUTH,2025-02-15,122451.99,31638805.39
SOUTH,2025-02-16,145445.2,31784250.59
SOUTH,2025-02-17,618626.39,32402876.98
SOUTH,2025-02-18,102410.77,32505287.75
SOUTH,2025-02-19,668310.46,33173598.2
SOUTH,2025-02-20,916920.57,34090518.77
SOUTH,2025-02-21,323797.17,34414315.95
SOUTH,2025-02-22,114461.66,34528777.6
SOUTH,2025-02-23,19634.78,34548412.38
SOUTH,2025-02-24,333031.14,34881443.52
SOUTH,2025-02-25,169543.68,35050987.2
SOUTH,2025-02-26,21485.99,35072473.19
SOUTH,2025-03-01,149848.02,35222321.21
SOUTH,2025-03-03,571816.6,35794137.81
SOUTH,2025-03-04,69554.64,35863692.45
SOUTH,2025-03-05,48365.48,35912057.93
SOUTH,2025-03-06,203287.45,36115345.38
SOUTH,2025-03-08,24245.71,36139591.09
SOUTH,2025-03-11,684095.45,36823686.55
SOUTH,2025-03-13,238863.72,37062550.27
SOUTH,2025-03-14,118625.99,37181176.25
SOUTH,2025-03-15,392547.63,37573723.89
SOUTH,2025-03-16,84888.03,37658611.92
SOUTH,2025-03-18,27644.26,37686256.18
SOUTH,2025-03-19,126925.35,37813181.52
SOUTH,2025-03-20,60327.74,37873509.27
SOUTH,2025-03-21,786567.26,38660076.53
SOUTH,2025-03-22,162666.57,38822743.1
SOUTH,2025-03-23,536325.55,39359068.65
SOUTH,2025-03-27,561771.97,39920840.62
SOUTH,2025-03-28,39011.82,39959852.44
SOUTH,2025-03-29,-28311.36,39931541.07
SOUTH,2025-03-30,472874.32,40404415.39
SOUTH,2025-03-31,452612.86,40857028.25
SOUTH,2025-04-01,399829.89,41256858.13
SOUTH,2025-04-02,528090.31,41784948.44
SOUTH,2025-04-03,178953.2,41963901.64
SOUTH,2025-04-04,217938.71,42181840.35
SOUTH,2025-04-06,129536.06,42311376.41
SOUTH,2025-04-07,479239.68,42790616.09
SOUTH,2025-04-09,421407.21,43212023.3
SOUTH,2025-04-11,195930.54,43407953.84
SOUTH,2025-04-12,143075.28,43551029.11
SOUTH,2025-04-14,273536.5,43824565.62
SOUTH,2025-04-15,333118.83,44157684.45
SOUTH,2025-04-17,130237.37,44287921.82
SOUTH,2025-04-18,492565.41,44780487.23
SOUTH,2025-04-19,103107.49,44883594.72
SOUTH,2025-04-20,207499.42,45091094.14
SOUTH,2025-04-21,119240.24,45210334.38
SOUTH,2025-04-23,34702.82,45245037.2
SOUTH,2025-04-24,362128.78,45607165.98
SOUTH,2025-04-25,214871.22,45822037.2
SOUTH,2025-04-26,218220.71,46040257.92
SOUTH,2025-04-28,284831.34,46325089.26
SOUTH,2025-04-29,436691.74,46761781.0
SOUTH,2025-04-30,11067.64,46772848.64
SOUTH,2025-05-01,7660.98,46780509.62
SOUTH,2025-05-02,372167.11,47152676.74
SOUTH,2025-05-03,215143.34,47367820.08
SOUTH,2025-05-04,69655.51,47437475.59
SOUTH,2025-05-06,494905.23,47932380.82
SOUTH,2025-05-07,100629.49,48033010.32
SOUTH,2025-05-08,580829.35,48613839.67
SOUTH,2025-05-09,215917.6,48829757.27
SOUTH,2025-05-10,110702.89,48940460.16
SOUTH,2025-05-11,207785.09,49148245.25
SOUTH,2025-05-12,94770.75,49243015.99
SOUTH,2025-05-13,68019.73,49311035.72
SOUTH,2025-05-15,786825.82,50097861.54
SOUTH,2025-05-18,360016.09,50457877.63
SOUTH,2025-05-19,119520.96,50577398.58
SOUTH,2025-05-21,143112.48,50720511.07
SOUTH,2025-05-22,557690.25,51278201.32
SOUTH,2025-05-24,88333.41,51366534.73
SOUTH,2025-05-25,262948.87,51629483.6
SOUTH,2025-05-26,110293.11,51739776.7
SOUTH,2025-05-28,479527.43,52219304.14
SOUTH,2025-05-29,482118.48,52701422.61
SOUTH,2025-05-30,319072.67,53020495.28
SOUTH,2025-05-31,222331.88,53242827.16
SOUTH,2025-06-01,258296.24,53501123.4
SOUTH,2025-06-02,55618.2,53556741.6
SOUTH,2025-06-04,351266.36,53908007.96
SOUTH,2025-06-05,194267.3,54102275.26
SOUTH,2025-06-06,182895.16,54285170.43
SOUTH,2025-06-07,388219.59,54673390.02
SOUTH,2025-06-08,2843.54,54676233.55
SOUTH,2025-06-09,123731.96,54799965.51
SOUTH,2025-06-10,205879.91,55005845.42
SOUTH,2025-06-11,103818.9,55109664.32
SOUTH,2025-06-12,621594.89,55731259.22
SOUTH,2025-06-13,385056.72,56116315.94
SOUTH,2025-06-14,16202.22,56132518.17
SOUTH,2025-06-15,715054.37,56847572.54
SOUTH,2025-06-16,205415.04,57052987.57
SOUTH,2025-06-17,574263.44,57627251.01
SOUTH,2025-06-18,403050.29,58030301.3
SOUTH,2025-06-19,303912.53,58334213.84
SOUTH,2025-06-20,85356.99,58419570.83
SOUTH,2025-06-21,871953.86,59291524.69
SOUTH,2025-06-22,531357.32,59822882.01
SOUTH,2025-06-23,1527038.43,61349920.44
SOUTH,2025-06-24,720256.31,62070176.75
SOUTH,2025-06-25,36938.2,62107114.95
SOUTH,2025-06-26,701107.84,62808222.79
SOUTH,2025-06-27,365792.71,63174015.5
SOUTH,2025-06-28,1012824.18,64186839.67
SOUTH,2025-06-29,1018759.08,65205598.76
WEST,2023-08-01,118611.63,118611.63
WEST,2023-08-07,75089.52,193701.14
WEST,2023-08-17,23376.01,217077.16
WEST,2023-09-02,89704.5,306781.65
WEST,2023-09-05,172869.81,479651.47
WEST,2023-09-10,68087.65,547739.12
WEST,2023-09-12,286036.88,833775.99
WEST,2023-09-14,60694.33,894470.33
WEST,2023-09-23,53187.97,947658.3
WEST,2023-09-25,60614.68,1008272.98
WEST,2023-09-28,76513.67,1084786.65
WEST,2023-10-06,1531.09,1086317.74
WEST,2023-10-16,49429.78,1135747.52
WEST,2023-10-20,316129.28,1451876.8
WEST,2023-10-25,11443.26,1463320.06
WEST,2023-11-02,268144.92,1731464.98
WEST,2023-11-14,72164.83,1803629.82
WEST,2023-11-20,13427.64,1817057.46
WEST,2023-11-22,88775.49,1905832.95
WEST,2023-12-03,115008.35,2020841.29
WEST,2023-12-06,158764.45,2179605.75
WEST,2023-12-11,71484.12,2251089.87
WEST,2023-12-14,386441.82,2637531.69
WEST,2023-12-17,225853.39,2863385.08
WEST,2023-12-23,187354.34,3050739.42
WEST,2024-01-05,24907.45,3075646.87
WEST,2024-01-19,256321.84,3331968.71
WEST,2024-01-30,364788.18,3696756.89
WEST,2024-02-02,186757.04,3883513.93
WEST,2024-02-03,-8241.26,3875272.67
WEST,2024-02-09,160144.76,4035417.43
WEST,2024-02-16,230634.99,4266052.42
WEST,2024-02-23,194987.43,4461039.86
WEST,2024-02-25,22442.7,4483482.55
WEST,2024-02-26,197945.5,4681428.05
WEST,2024-03-01,125260.63,4806688.68
WEST,2024-03-10,188943.92,4995632.6
WEST,2024-03-13,197508.51,5193141.11
WEST,2024-03-16,100144.18,5293285.29
WEST,2024-03-21,478386.02,5771671.31
WEST,2024-03-22,201969.94,5973641.25
WEST,2024-03-25,247718.8,6221360.05
WEST,2024-03-27,244360.77,6465720.83
WEST,2024-03-29,343867.67,6809588.5
WEST,2024-03-30,150257.47,6959845.97
WEST,2024-04-11,342711.57,7302557.54
WEST,2024-04-20,100493.1,7403050.64
WEST,2024-04-24,273842.58,7676893.22
WEST,2024-04-27,174902.95,7851796.16
WEST,2024-04-28,36767.52,7888563.68
WEST,2024-04-30,154156.48,8042720.16
WEST,2024-05-04,294291.3,8337011.45
WEST,2024-05-06,39338.3,8376349.76
WEST,2024-05-10,135453.71,8511803.46
WEST,2024-05-23,46888.47,8558691.93
WEST,2024-05-30,204611.44,8763303.37
WEST,2024-05-31,128694.16,8891997.53
WEST,2024-06-02,545271.65,9437269.19
WEST,2024-06-03,264787.93,9702057.12
WEST,2024-06-05,316355.99,10018413.1
WEST,2024-06-10,226391.75,10244804.85
WEST,2024-06-12,263718.46,10508523.31
WEST,2024-06-18,89730.61,10598253.92
WEST,2024-06-21,184610.54,10782864.46
WEST,2024-06-23,228939.68,11011804.14
