customer_id,order_date,previous_order_date,days_gap,risk_flag
165.0,2024-09-03,2024-07-01,64.0,At Risk
165.0,2024-10-27,2024-09-03,54.0,At Risk
165.0,2024-12-15,2024-10-27,49.0,At Risk
165.0,2025-04-22,2024-12-15,128.0,At Risk
166.0,2023-08-25,,,At Risk
166.0,2023-09-12,2023-08-25,18.0,At Risk
166.0,2023-11-15,2023-09-12,64.0,At Risk
166.0,2024-06-07,2023-11-15,205.0,At Risk
166.0,2024-08-12,2024-06-07,66.0,At Risk
166.0,2024-10-30,2024-08-12,79.0,At Risk
169.0,2024-12-08,,,At Risk
169.0,2024-12-13,2024-12-08,5.0,At Risk
169.0,2025-02-18,2024-12-13,67.0,At Risk
169.0,2025-02-24,2025-02-18,6.0,At Risk
169.0,2025-03-21,2025-02-24,25.0,At Risk
169.0,2025-05-11,2025-03-21,51.0,At Risk
170.0,2023-11-02,,,At Risk
170.0,2024-02-04,2023-11-02,94.0,At Risk
170.0,2024-12-09,2024-02-04,309.0,At Risk
170.0,2025-01-28,2024-12-09,50.0,At Risk
171.0,2025-01-14,,,At Risk
171.0,2025-01-25,2025-01-14,11.0,At Risk
171.0,2025-03-03,2025-01-25,37.0,At Risk
171.0,2025-04-30,2025-03-03,58.0,At Risk
171.0,2025-06-06,2025-04-30,37.0,At Risk
173.0,2025-06-14,,,Healthy
173.0,2025-06-15,2025-06-14,1.0,Healthy
173.0,2025-06-15,2025-06-15,0.0,Healthy
173.0,2025-06-21,2025-06-15,6.0,Healthy
174.0,2024-09-22,,,At Risk
174.0,2024-10-25,2024-09-22,33.0,At Risk
174.0,2025-02-17,2024-10-25,115.0,At Risk
175.0,2024-06-17,,,At Risk
175.0,2025-03-07,2024-06-17,263.0,At Risk
176.0,2024-11-20,,,At Risk
176.0,2025-05-18,2024-11-20,179.0,At Risk
176.0,2025-05-25,2025-05-18,7.0,At Risk
176.0,2025-06-13,2025-05-25,19.0,At Risk
177.0,2025-06-13,,,Healthy
177.0,2025-06-13,2025-06-13,0.0,Healthy
177.0,2025-06-16,2025-06-13,3.0,Healthy
177.0,2025-06-22,2025-06-16,6.0,Healthy
177.0,2025-06-27,2025-06-22,5.0,Healthy
178.0,2025-03-19,,,Healthy
178.0,2025-03-29,2025-03-19,10.0,Healthy
178.0,2025-04-29,2025-03-29,31.0,Healthy
178.0,2025-05-12,2025-04-29,13.0,Healthy
178.0,2025-06-19,2025-05-12,38.0,Healthy
179.0,2025-03-13,,,Healthy
179.0,2025-03-14,2025-03-13,1.0,Healthy
179.0,2025-05-11,2025-03-14,58.0,Healthy
180.0,2023-11-29,,,At Risk
180.0,2023-12-28,2023-11-29,29.0,At Risk
180.0,2024-05-14,2023-12-28,138.0,At Risk
181.0,2024-02-21,,,At Risk
181.0,2024-10-06,2024-02-21,228.0,At Risk
181.0,2024-12-09,2024-10-06,64.0,At Risk
182.0,2024-07-24,,,At Risk
182.0,2024-08-18,2024-07-24,25.0,At Risk
182.0,2024-11-06,2024-08-18,80.0,At Risk
182.0,2025-06-15,2024-11-06,221.0,At Risk
183.0,2024-10-14,,,At Risk
183.0,2025-04-02,2024-10-14,170.0,At Risk
184.0,2024-12-10,,,At Risk
184.0,2025-02-02,2024-12-10,54.0,At Risk
184.0,2025-05-22,2025-02-02,109.0,At Risk
184.0,2025-05-26,2025-05-22,4.0,At Risk
185.0,2024-04-16,,,At Risk
185.0,2024-09-10,2024-04-16,147.0,At Risk
185.0,2024-09-23,2024-09-10,13.0,At Risk
185.0,2025-01-21,2024-09-23,120.0,At Risk
185.0,2025-05-22,2025-01-21,121.0,At Risk
185.0,2025-06-20,2025-05-22,29.0,At Risk
186.0,2023-12-30,,,At Risk
186.0,2024-07-20,2023-12-30,203.0,At Risk
186.0,2024-09-16,2024-07-20,58.0,At Risk
187.0,2024-12-05,,,At Risk
187.0,2025-05-22,2024-12-05,168.0,At Risk
188.0,2024-04-26,,,At Risk
188.0,2024-07-11,2024-04-26,76.0,At Risk
189.0,2023-11-10,,,At Risk
189.0,2024-01-11,2023-11-10,62.0,At Risk
189.0,2024-04-15,2024-01-11,95.0,At Risk
189.0,2024-04-24,2024-04-15,9.0,At Risk
189.0,2024-04-27,2024-04-24,3.0,At Risk
189.0,2025-06-10,2024-04-27,409.0,At Risk
190.0,2025-03-07,,,At Risk
190.0,2025-04-13,2025-03-07,37.0,At Risk
191.0,2025-04-15,,,Healthy
191.0,2025-05-12,2025-04-15,27.0,Healthy
192.0,2024-11-06,,,At Risk
192.0,2025-06-25,2024-11-06,231.0,At Risk
193.0,2025-04-06,,,Healthy
193.0,2025-04-13,2025-04-06,7.0,Healthy
193.0,2025-05-01,2025-04-13,18.0,Healthy
193.0,2025-06-06,2025-05-01,36.0,Healthy
193.0,2025-06-15,2025-06-06,9.0,Healthy
194.0,2025-03-27,,,At Risk
194.0,2025-06-19,2025-03-27,84.0,At Risk
194.0,2025-06-28,2025-06-19,9.0,At Risk
195.0,2024-12-08,,,At Risk
195.0,2025-03-18,2024-12-08,100.0,At Risk
195.0,2025-03-23,2025-03-18,5.0,At Risk
195.0,2025-04-02,2025-03-23,10.0,At Risk
195.0,2025-05-11,2025-04-02,39.0,At Risk
195.0,2025-06-22,2025-05-11,42.0,At Risk
197.0,2024-04-06,,,At Risk
197.0,2024-09-22,2024-04-06,169.0,At Risk
197.0,2025-01-02,2024-09-22,102.0,At Risk
201.0,2023-10-20,,,At Risk
201.0,2024-01-04,2023-10-20,76.0,At Risk
201.0,2024-03-04,2024-01-04,60.0,At Risk
202.0,2025-05-15,,,Healthy
202.0,2025-05-18,2025-05-15,3.0,Healthy
203.0,2024-04-06,,,At Risk
203.0,2024-09-27,2024-04-06,174.0,At Risk
203.0,2025-04-09,2024-09-27,194.0,At Risk
205.0,2025-01-22,,,At Risk
205.0,2025-03-04,2025-01-22,41.0,At Risk
207.0,2024-08-25,,,At Risk
207.0,2025-01-09,2024-08-25,137.0,At Risk
207.0,2025-05-23,2025-01-09,134.0,At Risk
207.0,2025-06-18,2025-05-23,26.0,At Risk
208.0,2024-01-21,,,At Risk
208.0,2024-03-08,2024-01-21,47.0,At Risk
208.0,2024-04-28,2024-03-08,51.0,At Risk
208.0,2024-06-16,2024-04-28,49.0,At Risk
208.0,2024-10-18,2024-06-16,124.0,At Risk
209.0,2025-02-06,,,At Risk
209.0,2025-04-06,2025-02-06,59.0,At Risk
210.0,2024-03-30,,,At Risk
210.0,2024-05-01,2024-03-30,32.0,At Risk
210.0,2024-06-10,2024-05-01,40.0,At Risk
210.0,2024-10-13,2024-06-10,125.0,At Risk
210.0,2025-01-17,2024-10-13,96.0,At Risk
211.0,2024-02-29,,,At Risk
211.0,2024-11-17,2024-02-29,262.0,At Risk
211.0,2025-03-02,2024-11-17,105.0,At Risk
211.0,2025-06-28,2025-03-02,118.0,At Risk
212.0,2023-12-06,,,At Risk
212.0,2023-12-17,2023-12-06,11.0,At Risk
212.0,2024-02-22,2023-12-17,67.0,At Risk
212.0,2024-10-22,2024-02-22,243.0,At Risk
212.0,2024-10-29,2024-10-22,7.0,At Risk
213.0,2024-12-13,,,At Risk
213.0,2025-01-09,2024-12-13,27.0,At Risk
213.0,2025-02-18,2025-01-09,40.0,At Risk
213.0,2025-05-18,2025-02-18,89.0,At Risk
213.0,2025-05-19,2025-05-18,1.0,At Risk
213.0,2025-05-30,2025-05-19,11.0,At Risk
215.0,2023-09-02,,,At Risk
215.0,2025-03-14,2023-09-02,559.0,At Risk
215.0,2025-04-04,2025-03-14,21.0,At Risk
215.0,2025-04-05,2025-04-04,1.0,At Risk
216.0,2024-08-15,,,At Risk
216.0,2024-12-29,2024-08-15,136.0,At Risk
216.0,2025-04-15,2024-12-29,107.0,At Risk
217.0,2024-04-23,,,At Risk
217.0,2024-07-20,2024-04-23,88.0,At Risk
217.0,2024-12-10,2024-07-20,143.0,At Risk
217.0,2025-06-19,2024-12-10,191.0,At Risk
219.0,2023-10-20,,,At Risk
219.0,2024-05-30,2023-10-20,223.0,At Risk
219.0,2024-12-26,2024-05-30,210.0,At Risk
220.0,2023-12-08,,,At Risk
220.0,2024-04-13,2023-12-08,127.0,At Risk
220.0,2025-03-10,2024-04-13,331.0,At Risk
221.0,2025-04-26,,,Healthy
221.0,2025-05-15,2025-04-26,19.0,Healthy
221.0,2025-06-17,2025-05-15,33.0,Healthy
222.0,2025-02-13,,,At Risk
222.0,2025-04-29,2025-02-13,75.0,At Risk
222.0,2025-05-06,2025-04-29,7.0,At Risk
224.0,2023-10-19,,,At Risk
224.0,2023-11-13,2023-10-19,25.0,At Risk
224.0,2024-07-20,2023-11-13,250.0,At Risk
225.0,2025-03-24,,,Healthy
225.0,2025-04-06,2025-03-24,13.0,Healthy
225.0,2025-04-12,2025-04-06,6.0,Healthy
226.0,2024-08-20,,,At Risk
226.0,2024-11-18,2024-08-20,90.0,At Risk
226.0,2024-12-18,2024-11-18,30.0,At Risk
226.0,2025-04-11,2024-12-18,114.0,At Risk
226.0,2025-04-13,2025-04-11,2.0,At Risk
227.0,2025-04-10,,,Healthy
227.0,2025-04-19,2025-04-10,9.0,Healthy
228.0,2023-10-16,,,At Risk
228.0,2024-01-05,2023-10-16,81.0,At Risk
228.0,2024-03-29,2024-01-05,84.0,At Risk
228.0,2025-01-29,2024-03-29,306.0,At Risk
228.0,2025-05-01,2025-01-29,92.0,At Risk
228.0,2025-05-19,2025-05-01,18.0,At Risk
228.0,2025-06-08,2025-05-19,20.0,At Risk
230.0,2025-01-26,,,At Risk
230.0,2025-04-26,2025-01-26,90.0,At Risk
230.0,2025-05-27,2025-04-26,31.0,At Risk
230.0,2025-06-01,2025-05-27,5.0,At Risk
230.0,2025-06-18,2025-06-01,17.0,At Risk
231.0,2025-03-30,,,Healthy
231.0,2025-04-29,2025-03-30,30.0,Healthy
231.0,2025-05-04,2025-04-29,5.0,Healthy
231.0,2025-05-13,2025-05-04,9.0,Healthy
232.0,2024-04-30,,,At Risk
232.0,2024-06-19,2024-04-30,50.0,At Risk
232.0,2024-07-07,2024-06-19,18.0,At Risk
232.0,2025-05-22,2024-07-07,319.0,At Risk
233.0,2025-05-25,,,Healthy
233.0,2025-05-25,2025-05-25,0.0,Healthy
233.0,2025-06-07,2025-05-25,13.0,Healthy
234.0,2024-08-24,,,At Risk
234.0,2024-10-08,2024-08-24,45.0,At Risk
234.0,2024-11-12,2024-10-08,35.0,At Risk
234.0,2024-12-16,2024-11-12,34.0,At Risk
236.0,2025-01-19,,,At Risk
236.0,2025-03-09,2025-01-19,49.0,At Risk
236.0,2025-04-19,2025-03-09,41.0,At Risk
237.0,2024-08-09,,,Healthy
237.0,2024-08-10,2024-08-09,1.0,Healthy
238.0,2025-04-23,,,At Risk
238.0,2025-05-12,2025-04-23,19.0,At Risk
238.0,2025-06-23,2025-05-12,42.0,At Risk
241.0,2024-12-18,,,At Risk
241.0,2025-02-23,2024-12-18,67.0,At Risk
241.0,2025-04-02,2025-02-23,38.0,At Risk
242.0,2024-05-27,,,At Risk
242.0,2025-01-18,2024-05-27,236.0,At Risk
243.0,2023-12-30,,,At Risk
243.0,2024-02-09,2023-12-30,41.0,At Risk
243.0,2024-10-28,2024-02-09,262.0,At Risk
243.0,2025-05-26,2024-10-28,210.0,At Risk
245.0,2024-08-30,,,At Risk
245.0,2024-10-02,2024-08-30,33.0,At Risk
245.0,2025-02-11,2024-10-02,132.0,At Risk
246.0,2024-10-08,,,At Risk
246.0,2025-05-20,2024-10-08,224.0,At Risk
247.0,2024-03-01,,,At Risk
247.0,2024-07-04,2024-03-01,125.0,At Risk
249.0,2024-10-28,,,At Risk
249.0,2024-11-24,2024-10-28,27.0,At Risk
249.0,2024-12-19,2024-11-24,25.0,At Risk
249.0,2025-05-13,2024-12-19,145.0,At Risk
250.0,2024-05-10,,,At Risk
250.0,2024-12-25,2024-05-10,229.0,At Risk
250.0,2025-04-20,2024-12-25,116.0,At Risk
250.0,2025-06-06,2025-04-20,47.0,At Risk
251.0,2025-03-23,,,Healthy
251.0,2025-03-27,2025-03-23,4.0,Healthy
251.0,2025-05-21,2025-03-27,55.0,Healthy
252.0,2024-11-03,,,At Risk
252.0,2025-06-15,2024-11-03,224.0,At Risk
253.0,2024-05-04,,,At Risk
253.0,2024-06-24,2024-05-04,51.0,At Risk
253.0,2024-07-03,2024-06-24,9.0,At Risk
253.0,2025-02-22,2024-07-03,234.0,At Risk
254.0,2024-02-16,,,At Risk
254.0,2024-03-21,2024-02-16,34.0,At Risk
254.0,2024-06-27,2024-03-21,98.0,At Risk
254.0,2024-07-21,2024-06-27,24.0,At Risk
254.0,2025-06-21,2024-07-21,335.0,At Risk
255.0,2025-06-28,,,Healthy
255.0,2025-06-28,2025-06-28,0.0,Healthy
255.0,2025-06-28,2025-06-28,0.0,Healthy
255.0,2025-06-28,2025-06-28,0.0,Healthy
255.0,2025-06-29,2025-06-28,1.0,Healthy
255.0,2025-06-29,2025-06-29,0.0,Healthy
256.0,2025-06-04,,,Healthy
256.0,2025-06-07,2025-06-04,3.0,Healthy
256.0,2025-06-08,2025-06-07,1.0,Healthy
256.0,2025-06-23,2025-06-08,15.0,Healthy
256.0,2025-06-29,2025-06-23,6.0,Healthy
257.0,2024-12-23,,,At Risk
257.0,2025-04-15,2024-12-23,113.0,At Risk
257.0,2025-05-08,2025-04-15,23.0,At Risk
259.0,2024-03-19,,,At Risk
259.0,2024-10-24,2024-03-19,219.0,At Risk
260.0,2025-04-26,,,Healthy
260.0,2025-05-16,2025-04-26,20.0,Healthy
261.0,2024-05-20,,,At Risk
261.0,2025-04-12,2024-05-20,327.0,At Risk
261.0,2025-04-26,2025-04-12,14.0,At Risk
262.0,2024-11-17,,,At Risk
262.0,2024-12-24,2024-11-17,37.0,At Risk
262.0,2025-03-11,2024-12-24,77.0,At Risk
262.0,2025-06-10,2025-03-11,91.0,At Risk
263.0,2024-12-03,,,At Risk
263.0,2024-12-18,2024-12-03,15.0,At Risk
263.0,2025-06-21,2024-12-18,185.0,At Risk
265.0,2025-02-01,,,Healthy
265.0,2025-02-18,2025-02-01,17.0,Healthy
265.0,2025-04-14,2025-02-18,55.0,Healthy
265.0,2025-04-23,2025-04-14,9.0,Healthy
266.0,2025-01-24,,,Healthy
266.0,2025-02-24,2025-01-24,31.0,Healthy
266.0,2025-03-13,2025-02-24,17.0,Healthy
266.0,2025-04-14,2025-03-13,32.0,Healthy
266.0,2025-05-20,2025-04-14,36.0,Healthy
266.0,2025-05-24,2025-05-20,4.0,Healthy
267.0,2024-06-20,,,At Risk
267.0,2024-09-09,2024-06-20,81.0,At Risk
267.0,2024-11-01,2024-09-09,53.0,At Risk
267.0,2025-05-15,2024-11-01,195.0,At Risk
268.0,2024-09-11,,,At Risk
268.0,2024-09-25,2024-09-11,14.0,At Risk
268.0,2024-12-29,2024-09-25,95.0,At Risk
268.0,2025-01-31,2024-12-29,33.0,At Risk
270.0,2025-02-09,,,Healthy
270.0,2025-02-28,2025-02-09,19.0,Healthy
270.0,2025-03-02,2025-02-28,2.0,Healthy
270.0,2025-04-11,2025-03-02,40.0,Healthy
270.0,2025-04-19,2025-04-11,8.0,Healthy
270.0,2025-05-02,2025-04-19,13.0,Healthy
270.0,2025-05-19,2025-05-02,17.0,Healthy
271.0,2024-12-09,,,At Risk
271.0,2025-02-21,2024-12-09,74.0,At Risk
272.0,2024-10-22,,,At Risk
272.0,2024-12-12,2024-10-22,51.0,At Risk
272.0,2025-03-31,2024-12-12,109.0,At Risk
273.0,2024-05-21,,,At Risk
273.0,2024-09-09,2024-05-21,111.0,At Risk
273.0,2024-12-24,2024-09-09,106.0,At Risk
273.0,2025-05-27,2024-12-24,154.0,At Risk
274.0,2025-03-10,,,Healthy
274.0,2025-03-26,2025-03-10,16.0,Healthy
276.0,2024-05-09,,,At Risk
276.0,2024-07-19,2024-05-09,71.0,At Risk
276.0,2024-09-13,2024-07-19,56.0,At Risk
276.0,2025-03-04,2024-09-13,172.0,At Risk
277.0,2024-10-18,,,At Risk
277.0,2025-06-21,2024-10-18,246.0,At Risk
278.0,2024-04-29,,,At Risk
278.0,2024-12-10,2024-04-29,225.0,At Risk
279.0,2024-11-20,,,At Risk
279.0,2025-01-14,2024-11-20,55.0,At Risk
279.0,2025-02-03,2025-01-14,20.0,At Risk
279.0,2025-06-14,2025-02-03,131.0,At Risk
281.0,2024-03-27,,,At Risk
281.0,2024-04-06,2024-03-27,10.0,At Risk
281.0,2024-06-22,2024-04-06,77.0,At Risk
281.0,2024-08-16,2024-06-22,55.0,At Risk
281.0,2025-05-25,2024-08-16,282.0,At Risk
282.0,2025-05-20,,,Healthy
282.0,2025-05-26,2025-05-20,6.0,Healthy
282.0,2025-05-31,2025-05-26,5.0,Healthy
282.0,2025-06-01,2025-05-31,1.0,Healthy
283.0,2025-01-01,,,At Risk
283.0,2025-02-24,2025-01-01,54.0,At Risk
285.0,2023-09-10,,,At Risk
285.0,2024-02-13,2023-09-10,156.0,At Risk
285.0,2024-10-17,2024-02-13,247.0,At Risk
285.0,2024-10-21,2024-10-17,4.0,At Risk
285.0,2025-01-22,2024-10-21,93.0,At Risk
286.0,2025-02-22,,,At Risk
286.0,2025-05-13,2025-02-22,80.0,At Risk
287.0,2023-12-25,,,At Risk
287.0,2025-06-17,2023-12-25,540.0,At Risk
288.0,2025-04-19,,,At Risk
288.0,2025-06-15,2025-04-19,57.0,At Risk
289.0,2025-01-21,,,At Risk
289.0,2025-03-22,2025-01-21,60.0,At Risk
290.0,2024-01-10,,,At Risk
290.0,2024-02-18,2024-01-10,39.0,At Risk
290.0,2024-03-06,2024-02-18,17.0,At Risk
290.0,2025-06-02,2024-03-06,453.0,At Risk
291.0,2024-12-16,,,Healthy
291.0,2024-12-27,2024-12-16,11.0,Healthy
291.0,2025-02-09,2024-12-27,44.0,Healthy
291.0,2025-02-15,2025-02-09,6.0,Healthy
292.0,2023-11-01,,,At Risk
292.0,2023-11-19,2023-11-01,18.0,At Risk
292.0,2024-01-28,2023-11-19,70.0,At Risk
292.0,2024-06-23,2024-01-28,147.0,At Risk
292.0,2024-10-07,2024-06-23,106.0,At Risk
292.0,2025-03-04,2024-10-07,148.0,At Risk
293.0,2025-03-29,,,At Risk
293.0,2025-05-20,2025-03-29,52.0,At Risk
293.0,2025-06-09,2025-05-20,20.0,At Risk
294.0,2024-09-27,,,At Risk
294.0,2024-10-04,2024-09-27,7.0,At Risk
294.0,2024-11-17,2024-10-04,44.0,At Risk
294.0,2025-02-20,2024-11-17,95.0,At Risk
295.0,2024-07-10,,,At Risk
295.0,2024-07-17,2024-07-10,7.0,At Risk
295.0,2024-10-26,2024-07-17,101.0,At Risk
295.0,2025-02-09,2024-10-26,106.0,At Risk
296.0,2025-01-22,,,At Risk
296.0,2025-06-07,2025-01-22,136.0,At Risk
297.0,2024-08-15,,,At Risk
297.0,2024-09-11,2024-08-15,27.0,At Risk
297.0,2024-10-05,2024-09-11,24.0,At Risk
297.0,2025-04-24,2024-10-05,201.0,At Risk
297.0,2025-06-14,2025-04-24,51.0,At Risk
298.0,2024-08-30,,,At Risk
298.0,2024-11-14,2024-08-30,76.0,At Risk
298.0,2025-04-26,2024-11-14,163.0,At Risk
299.0,2024-04-24,,,At Risk
299.0,2024-09-25,2024-04-24,154.0,At Risk
299.0,2025-01-07,2024-09-25,104.0,At Risk
299.0,2025-01-23,2025-01-07,16.0,At Risk
299.0,2025-02-15,2025-01-23,23.0,At Risk
300.0,2024-10-24,,,At Risk
300.0,2025-06-02,2024-10-24,221.0,At Risk
301.0,2025-04-12,,,Healthy
301.0,2025-04-19,2025-04-12,7.0,Healthy
301.0,2025-05-01,2025-04-19,12.0,Healthy
301.0,2025-05-10,2025-05-01,9.0,Healthy
301.0,2025-05-12,2025-05-10,2.0,Healthy
301.0,2025-06-08,2025-05-12,27.0,Healthy
301.0,2025-06-15,2025-06-08,7.0,Healthy
302.0,2023-11-05,,,At Risk
302.0,2024-01-30,2023-11-05,86.0,At Risk
302.0,2024-10-18,2024-01-30,262.0,At Risk
302.0,2024-11-16,2024-10-18,29.0,At Risk
303.0,2024-09-09,,,At Risk
303.0,2024-10-31,2024-09-09,52.0,At Risk
303.0,2024-12-23,2024-10-31,53.0,At Risk
303.0,2025-04-02,2024-12-23,100.0,At Risk
304.0,2024-04-24,,,At Risk
304.0,2025-02-15,2024-04-24,297.0,At Risk
305.0,2024-09-09,,,At Risk
305.0,2024-11-08,2024-09-09,60.0,At Risk
306.0,2023-10-22,,,At Risk
306.0,2025-06-02,2023-10-22,589.0,At Risk
307.0,2025-05-02,,,Healthy
307.0,2025-05-12,2025-05-02,10.0,Healthy
307.0,2025-06-25,2025-05-12,44.0,Healthy
308.0,2024-08-01,,,At Risk
308.0,2024-08-16,2024-08-01,15.0,At Risk
308.0,2024-08-18,2024-08-16,2.0,At Risk
308.0,2024-09-25,2024-08-18,38.0,At Risk
308.0,2024-11-15,2024-09-25,51.0,At Risk
308.0,2025-01-16,2024-11-15,62.0,At Risk
309.0,2025-03-31,,,Healthy
309.0,2025-03-31,2025-03-31,0.0,Healthy
309.0,2025-05-06,2025-03-31,36.0,Healthy
309.0,2025-05-21,2025-05-06,15.0,Healthy
309.0,2025-06-18,2025-05-21,28.0,Healthy
311.0,2025-06-12,,,Healthy
311.0,2025-06-13,2025-06-12,1.0,Healthy
311.0,2025-06-15,2025-06-13,2.0,Healthy
311.0,2025-06-28,2025-06-15,13.0,Healthy
312.0,2024-11-22,,,At Risk
312.0,2024-11-26,2024-11-22,4.0,At Risk
312.0,2024-12-01,2024-11-26,5.0,At Risk
312.0,2025-01-16,2024-12-01,46.0,At Risk
312.0,2025-01-27,2025-01-16,11.0,At Risk
312.0,2025-06-29,2025-01-27,153.0,At Risk
313.0,2024-06-28,,,At Risk
313.0,2024-12-03,2024-06-28,158.0,At Risk
313.0,2024-12-31,2024-12-03,28.0,At Risk
314.0,2024-07-28,,,At Risk
314.0,2024-09-27,2024-07-28,61.0,At Risk
314.0,2025-01-03,2024-09-27,98.0,At Risk
314.0,2025-02-17,2025-01-03,45.0,At Risk
314.0,2025-06-20,2025-02-17,123.0,At Risk
316.0,2024-09-01,,,At Risk
316.0,2024-12-04,2024-09-01,94.0,At Risk
317.0,2024-06-07,,,At Risk
317.0,2024-07-13,2024-06-07,36.0,At Risk
317.0,2025-01-30,2024-07-13,201.0,At Risk
318.0,2025-03-01,,,Healthy
318.0,2025-03-11,2025-03-01,10.0,Healthy
318.0,2025-03-14,2025-03-11,3.0,Healthy
318.0,2025-04-07,2025-03-14,24.0,Healthy
318.0,2025-05-28,2025-04-07,51.0,Healthy
319.0,2024-12-29,,,At Risk
319.0,2024-12-31,2024-12-29,2.0,At Risk
319.0,2025-05-16,2024-12-31,136.0,At Risk
319.0,2025-05-30,2025-05-16,14.0,At Risk
320.0,2024-01-31,,,At Risk
320.0,2024-05-07,2024-01-31,97.0,At Risk
320.0,2024-05-31,2024-05-07,24.0,At Risk
320.0,2025-03-10,2024-05-31,283.0,At Risk
321.0,2024-10-26,,,At Risk
321.0,2025-01-09,2024-10-26,75.0,At Risk
321.0,2025-04-17,2025-01-09,98.0,At Risk
321.0,2025-05-22,2025-04-17,35.0,At Risk
321.0,2025-06-10,2025-05-22,19.0,At Risk
322.0,2024-05-28,,,At Risk
322.0,2024-10-21,2024-05-28,146.0,At Risk
322.0,2025-02-10,2024-10-21,112.0,At Risk
322.0,2025-02-23,2025-02-10,13.0,At Risk
323.0,2024-11-25,,,At Risk
323.0,2025-02-20,2024-11-25,87.0,At Risk
323.0,2025-05-16,2025-02-20,85.0,At Risk
323.0,2025-05-17,2025-05-16,1.0,At Risk
325.0,2025-01-01,,,At Risk
325.0,2025-01-21,2025-01-01,20.0,At Risk
325.0,2025-02-20,2025-01-21,30.0,At Risk
325.0,2025-05-16,2025-02-20,85.0,At Risk
327.0,2025-03-01,,,Healthy
327.0,2025-03-21,2025-03-01,20.0,Healthy
327.0,2025-04-02,2025-03-21,12.0,Healthy
327.0,2025-05-18,2025-04-02,46.0,Healthy
328.0,2025-06-21,,,Healthy
328.0,2025-06-27,2025-06-21,6.0,Healthy
328.0,2025-06-28,2025-06-27,1.0,Healthy
329.0,2024-10-12,,,At Risk
329.0,2024-12-02,2024-10-12,51.0,At Risk
329.0,2024-12-23,2024-12-02,21.0,At Risk
329.0,2025-01-12,2024-12-23,20.0,At Risk
329.0,2025-06-13,2025-01-12,152.0,At Risk
330.0,2025-04-02,,,Healthy
330.0,2025-04-28,2025-04-02,26.0,Healthy
330.0,2025-05-01,2025-04-28,3.0,Healthy
330.0,2025-05-23,2025-05-01,22.0,Healthy
330.0,2025-05-28,2025-05-23,5.0,Healthy
330.0,2025-06-19,2025-05-28,22.0,Healthy
330.0,2025-06-20,2025-06-19,1.0,Healthy
331.0,2024-05-29,,,At Risk
331.0,2024-08-17,2024-05-29,80.0,At Risk
331.0,2024-09-05,2024-08-17,19.0,At Risk
331.0,2024-12-09,2024-09-05,95.0,At Risk
331.0,2024-12-26,2024-12-09,17.0,At Risk
331.0,2025-03-16,2024-12-26,80.0,At Risk
331.0,2025-04-03,2025-03-16,18.0,At Risk
331.0,2025-04-20,2025-04-03,17.0,At Risk
331.0,2025-04-23,2025-04-20,3.0,At Risk
332.0,2025-06-26,,,Healthy
332.0,2025-06-28,2025-06-26,2.0,Healthy
332.0,2025-06-28,2025-06-28,0.0,Healthy
332.0,2025-06-29,2025-06-28,1.0,Healthy
333.0,2025-06-25,,,Healthy
333.0,2025-06-26,2025-06-25,1.0,Healthy
333.0,2025-06-26,2025-06-26,0.0,Healthy
333.0,2025-06-27,2025-06-26,1.0,Healthy
333.0,2025-06-27,2025-06-27,0.0,Healthy
334.0,2024-06-12,,,At Risk
334.0,2024-08-22,2024-06-12,71.0,At Risk
334.0,2025-06-11,2024-08-22,293.0,At Risk
335.0,2025-03-29,,,At Risk
335.0,2025-05-08,2025-03-29,40.0,At Risk
335.0,2025-06-24,2025-05-08,47.0,At Risk
335.0,2025-06-29,2025-06-24,5.0,At Risk
336.0,2025-06-15,,,Healthy
336.0,2025-06-17,2025-06-15,2.0,Healthy
337.0,2025-01-15,,,At Risk
337.0,2025-02-05,2025-01-15,21.0,At Risk
337.0,2025-04-18,2025-02-05,72.0,At Risk
338.0,2024-12-28,,,At Risk
338.0,2025-03-15,2024-12-28,77.0,At Risk
338.0,2025-05-28,2025-03-15,74.0,At Risk
339.0,2025-06-12,,,Healthy
339.0,2025-06-23,2025-06-12,11.0,Healthy
340.0,2024-05-02,,,At Risk
340.0,2025-04-19,2024-05-02,352.0,At Risk
340.0,2025-06-17,2025-04-19,59.0,At Risk
341.0,2024-10-28,,,At Risk
341.0,2025-02-21,2024-10-28,116.0,At Risk
341.0,2025-03-18,2025-02-21,25.0,At Risk
341.0,2025-04-29,2025-03-18,42.0,At Risk
341.0,2025-05-07,2025-04-29,8.0,At Risk
341.0,2025-06-22,2025-05-07,46.0,At Risk
342.0,2023-11-18,,,At Risk
342.0,2024-01-07,2023-11-18,50.0,At Risk
342.0,2024-10-04,2024-01-07,271.0,At Risk
342.0,2024-11-13,2024-10-04,40.0,At Risk
343.0,2023-09-07,,,At Risk
343.0,2025-04-18,2023-09-07,589.0,At Risk
344.0,2024-04-16,,,At Risk
344.0,2025-02-19,2024-04-16,309.0,At Risk
345.0,2024-08-18,,,At Risk
345.0,2024-11-11,2024-08-18,85.0,At Risk
346.0,2024-03-10,,,At Risk
346.0,2024-05-04,2024-03-10,55.0,At Risk
346.0,2024-06-27,2024-05-04,54.0,At Risk
346.0,2024-09-09,2024-06-27,74.0,At Risk
346.0,2024-09-18,2024-09-09,9.0,At Risk
346.0,2025-03-25,2024-09-18,188.0,At Risk
