transaction_id,customer_id,transaction_amount,transaction_date,store_channel,customer_name_token,card_number_token,email_masked,phone_masked,age_band,spend_category
TXN000162,CUST0041,2119.46,2026-04-19,POS-Store,TKN_dc68f9d480a60fd2,TKN_25049e1a39ad2e69,b*********@example.org,*****8999,60+,Medium (1000-5000)
TXN000163,CUST0116,17544.51,2026-07-12,POS-Store,TKN_dd4777db274398d1,TKN_f8a03f7349fb4fc8,m*********@example.net,******8174,25-30,High (>5000)
TXN000164,CUST0064,3446.27,2026-07-26,POS-Store,TKN_0f45a74fd36c2be4,TKN_6623b55b85c474a5,s***********@example.net,********1388,40-50,Medium (1000-5000)
TXN000165,CUST0134,1990.68,2026-06-18,POS-Store,TKN_dedfc36132bf828e,TKN_f82d94e91217f516,v*******@example.net,********6827,50-60,Medium (1000-5000)
TXN000166,CUST0161,4030.63,2026-03-19,E-Commerce,TKN_692c6814e4429050,TKN_2cc43f75bfe72837,c***********@example.org,******4025,40-50,Medium (1000-5000)
TXN000167,CUST0071,160.15,2026-07-21,POS-Store,TKN_7496a150e6b0b83f,TKN_5e71b5b53431a3ee,y********@example.com,******9705,60+,Low (<1000)
TXN000168,CUST0020,88.65,2026-07-26,POS-Store,TKN_5d9100377e1e5ff0,TKN_135135b89d499b0b,b**************@example.org,******6478,25-30,Low (<1000)
TXN000169,CUST0061,16962.48,2026-03-17,POS-Store,TKN_c442a4d82a49e586,TKN_97892b88e4544601,s***********@example.net,********8364,60+,High (>5000)
TXN000170,CUST0086,1391.24,2026-03-11,POS-Store,TKN_585e4d85fd3084e7,TKN_ed262cbcc1cc4ee8,m*****@example.com,******6001,50-60,Medium (1000-5000)
TXN000171,CUST0139,2893.41,2026-06-21,E-Commerce,TKN_b014fe4c5b8176d6,TKN_2061d6830bf4b275,k*****@example.net,******2188,40-50,Medium (1000-5000)
TXN000172,CUST0036,461.73,2026-03-10,E-Commerce,TKN_98e523159fc2da14,TKN_506fad3d1f9d9aa4,s**********@example.org,******4160,40-50,Low (<1000)
TXN000173,CUST0060,3462.78,2026-07-17,POS-Store,TKN_3eb8ca6026d59bef,TKN_806332f6ce39874d,t********@example.org,******5546,40-50,Medium (1000-5000)
TXN000174,CUST0178,1181.17,2026-03-03,E-Commerce,TKN_82ad589a0b4dbd0f,TKN_791d90dcd089b9b3,r**********@example.net,******7548,40-50,Medium (1000-5000)
TXN000175,CUST0055,3502.81,2026-05-30,E-Commerce,TKN_be498cd0059bbd26,TKN_d4e3c231517e9b22,b***********@example.org,******8317,30-40,Medium (1000-5000)
TXN000176,CUST0107,4425.1,2026-05-07,POS-Store,TKN_c9b41080bfe64ec1,TKN_93bc994e08973753,j*****@example.com,******5366,40-50,Medium (1000-5000)
TXN000177,CUST0085,1651.57,2026-04-04,POS-Store,TKN_0f186ed65ddf6758,TKN_3c4aa46a08ef26e1,o***********@example.com,******3077,40-50,Medium (1000-5000)
TXN000178,CUST0107,659.66,2026-02-20,E-Commerce,TKN_c9b41080bfe64ec1,TKN_2cb04a3fb4d79e74,j*****@example.com,******5366,40-50,Low (<1000)
TXN000179,CUST0053,605.9,2026-06-30,POS-Store,TKN_035dcd42d74d04f2,TKN_c412511e6f88800e,b***********@example.net,******8831,40-50,Low (<1000)
TXN000180,CUST0100,14783.49,2026-04-18,E-Commerce,TKN_3d5424c118aa8f57,TKN_ba1937588105bcd2,b**********@example.com,******8750,50-60,High (>5000)
TXN000181,CUST0148,3572.51,2026-03-05,POS-Store,TKN_29d95ed4c6dbd339,TKN_c5f348bb49f05f5b,s***********@example.com,********5088,50-60,Medium (1000-5000)
TXN000182,CUST0123,3181.92,2026-05-10,E-Commerce,TKN_d69aa5d85700059a,TKN_9cbfd1585d059ae3,s**********@example.net,******7842,40-50,Medium (1000-5000)
TXN000183,CUST0091,11564.36,2026-03-30,POS-Store,TKN_0d4cf00f6d4ea984,TKN_48d3a13d6fba40cd,k******@example.com,******1388,30-40,High (>5000)
TXN000184,CUST0100,20391.06,2026-05-11,POS-Store,TKN_3d5424c118aa8f57,TKN_b2f6130140b69e28,b**********@example.com,******8750,50-60,High (>5000)
TXN000185,CUST0138,115.82,2026-04-07,E-Commerce,TKN_424149a32978c987,TKN_5d29e0446336add2,p*******@example.net,********4243,60+,Low (<1000)
TXN000186,CUST0125,67.29,2026-06-18,E-Commerce,TKN_c222900bcb320c6d,TKN_7805b067f752b86c,g*******@example.com,******2569,50-60,Low (<1000)
TXN000187,CUST0070,698.17,2026-04-23,POS-Store,TKN_d71552f4daab6b6a,TKN_9439ee91f916c1ec,w*********@example.net,******5811,30-40,Low (<1000)
TXN000188,CUST0125,352.71,2026-06-29,E-Commerce,TKN_c222900bcb320c6d,TKN_2f00aa73a1125f98,g*******@example.com,******2569,50-60,Low (<1000)
TXN000189,CUST0100,5396.6,2026-05-17,POS-Store,TKN_3d5424c118aa8f57,TKN_11805a34f935a76f,b**********@example.com,******8750,50-60,High (>5000)
TXN000190,CUST0172,9792.25,2026-03-21,POS-Store,TKN_90c4dda0c1503147,TKN_6c490e77867c2c9b,h********@example.com,******7430,60+,High (>5000)
TXN000191,CUST0043,711.2,2026-03-02,POS-Store,TKN_4d6bf43c78bea2f8,TKN_2d3987f798a6e8cb,u********@example.org,******7284,30-40,Low (<1000)
TXN000192,CUST0033,4509.01,2026-04-03,E-Commerce,TKN_bd80716051ec6686,TKN_99d2474403229966,p****@example.net,******6156,50-60,Medium (1000-5000)
TXN000193,CUST0101,4213.12,2026-08-07,E-Commerce,TKN_50f16e0f19b6905f,TKN_05483b7cbc959428,i******@example.org,******7335,30-40,Medium (1000-5000)
TXN000194,CUST0022,218.39,2026-04-22,POS-Store,TKN_a0394493f63ba420,TKN_a754732e5274e8df,i****@example.net,******3950,60+,Low (<1000)
TXN000195,CUST0035,4226.53,2026-08-04,POS-Store,TKN_47df22b0111bbae1,TKN_f1cf84923ce9592c,b*********@example.org,******9608,30-40,Medium (1000-5000)
TXN000196,CUST0047,12015.09,2026-05-20,E-Commerce,TKN_40b214c4d7542cdc,TKN_634eaf3487febd7b,u************@example.net,********3063,40-50,High (>5000)
TXN000197,CUST0067,4104.88,2026-08-04,POS-Store,TKN_448c9246aab828bb,TKN_ff3d7f96efd4c2b8,y********@example.com,********6157,30-40,Medium (1000-5000)
TXN000198,CUST0084,4722.1,2026-04-14,E-Commerce,TKN_82315dd82932fbdb,TKN_ebb50bd95198693a,l*******@example.org,********1522,50-60,Medium (1000-5000)
TXN000199,CUST0117,12293.47,2026-07-19,POS-Store,TKN_24a6c27d01cbe6e3,TKN_1dfca2ba04c5c9c5,b*************@example.com,********4634,60+,High (>5000)
TXN000200,CUST0087,4017.42,2026-08-05,POS-Store,TKN_fec91b5161340ec2,TKN_b5862503ffae380c,d********@example.org,******6418,40-50,Medium (1000-5000)
TXN000201,CUST0072,906.52,2026-03-25,POS-Store,TKN_aa0d64b0043aa9c1,TKN_3563adf58a759e1c,z*********@example.org,******5060,40-50,Low (<1000)
TXN000202,CUST0065,4305.0,2026-04-11,E-Commerce,TKN_fc015c153538c737,TKN_1cd165e124efb0b7,t***@example.org,******3403,50-60,Medium (1000-5000)
TXN000203,CUST0121,899.85,2026-05-07,E-Commerce,TKN_33704defc6d45e3c,TKN_c8ab0e35bd75c332,s*********@example.com,********8081,18-25,Low (<1000)
TXN000204,CUST0139,1043.34,2026-04-21,E-Commerce,TKN_b014fe4c5b8176d6,TKN_4cc9060c8ccc8133,k*****@example.net,******2188,40-50,Medium (1000-5000)
TXN000205,CUST0090,6552.78,2026-04-14,E-Commerce,TKN_a026b0c89975d179,TKN_47e7febc1505f5b2,n*******@example.net,********7348,30-40,High (>5000)
TXN000206,CUST0167,951.61,2026-03-09,E-Commerce,TKN_aa92ca2b152af7dd,TKN_16d3d07aadfe9b1a,d************@example.com,******5844,40-50,Low (<1000)
TXN000207,CUST0167,14748.87,2026-07-12,E-Commerce,TKN_aa92ca2b152af7dd,TKN_8c11d85af3890dbd,d************@example.com,******5844,40-50,High (>5000)
TXN000208,CUST0008,2793.33,2026-07-03,E-Commerce,TKN_69334367de02d718,TKN_05924907e9926900,m****@example.com,********6486,60+,Medium (1000-5000)
TXN000209,CUST0052,361.9,2026-06-06,E-Commerce,TKN_6aa51b48cc6a210d,TKN_a010931a2ac62b82,n*****@example.net,********7741,30-40,Low (<1000)
TXN000210,CUST0160,4008.75,2026-07-16,E-Commerce,TKN_dad9864e2c0f0fba,TKN_bc717f0d54bfb720,r*********@example.org,********2151,50-60,Medium (1000-5000)
TXN000211,CUST0062,4157.68,2026-06-02,E-Commerce,TKN_5b6714eeca1617d9,TKN_0cd5dbd482888042,p******@example.net,******5304,50-60,Medium (1000-5000)
TXN000212,CUST0122,519.2,2026-04-12,E-Commerce,TKN_d31147b6476ac505,TKN_5508d10db4c28d52,k********@example.org,********3051,50-60,Low (<1000)
TXN000213,CUST0145,571.5,2026-03-31,E-Commerce,TKN_cb6ebd8c1b3d3d46,TKN_d06421e8d55e2776,r*********@example.net,******9188,50-60,Low (<1000)
TXN000214,CUST0120,4549.93,2026-06-12,POS-Store,TKN_9b83aeea1ac334eb,TKN_f3f08815566eb20a,z*****@example.org,******3880,50-60,Medium (1000-5000)
TXN000215,CUST0095,1468.15,2026-04-12,E-Commerce,TKN_82a99779fb2f0945,TKN_3fb699223e110013,c***********@example.net,******5208,18-25,Medium (1000-5000)
TXN000216,CUST0156,772.67,2026-04-21,E-Commerce,TKN_0ec66fb9c501718b,TKN_68871c9769bbf7ee,o************@example.net,******6222,30-40,Low (<1000)
TXN000217,CUST0042,1404.39,2026-06-04,POS-Store,TKN_3070ced519749549,TKN_cf2536090b1739e1,a**********@example.org,******8665,40-50,Medium (1000-5000)
TXN000218,CUST0028,715.22,2026-07-22,E-Commerce,TKN_e8dc50899b9ddf56,TKN_68c09c7af97e98fa,p*************@example.com,******9024,40-50,Low (<1000)
TXN000219,CUST0080,829.95,2026-03-10,POS-Store,TKN_83c4a6d02cf19aaa,TKN_49f4f20c058dff8b,h*****@example.org,******4915,40-50,Low (<1000)
TXN000220,CUST0102,1325.31,2026-03-30,E-Commerce,TKN_9c93b62d0fc4868c,TKN_de41a798bc09b1d9,i*******@example.net,********6400,60+,Medium (1000-5000)
TXN000221,CUST0020,986.32,2026-05-14,E-Commerce,TKN_5d9100377e1e5ff0,TKN_3c6851f0728ca762,b**************@example.org,******6478,25-30,Low (<1000)
TXN000222,CUST0027,2482.2,2026-07-05,POS-Store,TKN_ea06585380487c99,TKN_b6dc2de3265cf963,r*******@example.com,********9489,50-60,Medium (1000-5000)
TXN000223,CUST0176,21103.28,2026-06-17,E-Commerce,TKN_7b769d3956b2b5a1,TKN_94def68003db4739,t******@example.org,******2598,18-25,High (>5000)
TXN000224,CUST0145,17807.68,2026-03-06,E-Commerce,TKN_cb6ebd8c1b3d3d46,TKN_2a75cdba6b6e0402,r*********@example.net,******9188,50-60,High (>5000)
TXN000225,CUST0089,1333.92,2026-08-06,POS-Store,TKN_68263c5cd1116993,TKN_4db63e6160338e81,k*****@example.com,********0235,30-40,Medium (1000-5000)
TXN000226,CUST0170,3233.06,2026-05-18,POS-Store,TKN_8f1266eaa0589056,TKN_90ba5766c84f9168,r******@example.com,*****3606,60+,Medium (1000-5000)
TXN000227,CUST0018,4624.51,2026-03-25,POS-Store,TKN_65411a6ae30d0c68,TKN_56f9b73f98f7a738,v*****************@example.com,********4919,30-40,Medium (1000-5000)
TXN000228,CUST0004,517.5,2026-03-08,POS-Store,TKN_d67b2504eb1c1b04,TKN_6bbfd809e51cad80,p****@example.net,******2231,40-50,Low (<1000)
TXN000229,CUST0126,494.76,2026-05-26,E-Commerce,TKN_f72a8bc3390ed2ad,TKN_ccdd10efa59aa5f9,s****@example.org,******2279,50-60,Low (<1000)
TXN000230,CUST0111,162.76,2026-03-04,POS-Store,TKN_c6e8ec27f49fb2fb,TKN_3b480315c65734b3,b***********@example.com,******8098,30-40,Low (<1000)
TXN000231,CUST0163,666.1,2026-04-15,POS-Store,TKN_41cd8b8b8060fda3,TKN_e49ddda4fab24240,a*********@example.com,******3298,60+,Low (<1000)
TXN000232,CUST0040,3332.89,2026-02-19,POS-Store,TKN_a5cab5710766b1fa,TKN_7c4cbe5c129fc27c,p**********@example.net,******5009,30-40,Medium (1000-5000)
TXN000233,CUST0046,11373.42,2026-03-03,POS-Store,TKN_d05de67bc1ee510a,TKN_6affe7e345c630c4,e******@example.org,********1606,60+,High (>5000)
TXN000234,CUST0158,874.3,2026-05-16,POS-Store,TKN_0365e1a512f3cb35,TKN_210c47c2878b8a08,k*******@example.org,******0151,18-25,Low (<1000)
TXN000235,CUST0120,964.1,2026-04-17,POS-Store,TKN_9b83aeea1ac334eb,TKN_fc52e509739750ba,z*****@example.org,******3880,50-60,Low (<1000)
TXN000236,CUST0152,970.42,2026-03-23,POS-Store,TKN_f138ba45b8ce64b4,TKN_4b1fd37d10962ae0,m*********@example.org,********3493,40-50,Low (<1000)
TXN000237,CUST0083,895.69,2026-04-08,E-Commerce,TKN_314555473ae01724,TKN_395d85dc6718c5ec,a*****@example.com,******5929,25-30,Low (<1000)
TXN000238,CUST0023,4970.87,2026-04-04,POS-Store,TKN_0b827098561624fa,TKN_94618d53a9806c84,h******@example.net,******2926,50-60,Medium (1000-5000)
TXN000239,CUST0116,575.61,2026-05-18,E-Commerce,TKN_dd4777db274398d1,TKN_58dc394c0c0a2686,m*********@example.net,******8174,25-30,Low (<1000)
TXN000240,CUST0119,13893.14,2026-07-03,POS-Store,TKN_386ab2df4172a913,TKN_b86d0673abc10c64,w******@example.net,******2226,18-25,High (>5000)
TXN000241,CUST0087,3782.3,2026-06-11,E-Commerce,TKN_fec91b5161340ec2,TKN_ef26b337da9c0ed3,d********@example.org,******6418,40-50,Medium (1000-5000)
TXN000242,CUST0127,3509.6,2026-03-04,POS-Store,TKN_20e3a19547514bbe,TKN_6b8f0fad74cc40fb,m*****************@example.net,******9752,30-40,Medium (1000-5000)
TXN000243,CUST0047,4603.73,2026-04-18,POS-Store,TKN_40b214c4d7542cdc,TKN_284e0b37247db979,u************@example.net,********3063,40-50,Medium (1000-5000)
TXN000244,CUST0055,316.63,2026-07-09,POS-Store,TKN_be498cd0059bbd26,TKN_788204f423612f65,b***********@example.org,******8317,30-40,Low (<1000)
TXN000245,CUST0067,20134.59,2026-06-27,POS-Store,TKN_448c9246aab828bb,TKN_8e132746fefeffa2,y********@example.com,********6157,30-40,High (>5000)
TXN000246,CUST0072,3479.91,2026-06-21,POS-Store,TKN_aa0d64b0043aa9c1,TKN_8462edd0f9f2cc1b,z*********@example.org,******5060,40-50,Medium (1000-5000)
TXN000247,CUST0143,228.53,2026-07-01,E-Commerce,TKN_3aef303eaec08eee,TKN_8389e44b89b87711,q******@example.com,********0648,60+,Low (<1000)
TXN000248,CUST0133,2413.06,2026-03-23,E-Commerce,TKN_373300f1bacd3921,TKN_649229d192f668f3,y*****@example.net,********0610,60+,Medium (1000-5000)
TXN000249,CUST0022,1310.86,2026-03-24,E-Commerce,TKN_a0394493f63ba420,TKN_08a799eea9dc1925,i****@example.net,******3950,60+,Medium (1000-5000)
TXN000250,CUST0105,21765.6,2026-05-11,POS-Store,TKN_1049cfa9de088ced,TKN_a4720e25c718eacc,k*********@example.org,******2637,25-30,High (>5000)
TXN000251,CUST0143,3143.85,2026-05-10,E-Commerce,TKN_3aef303eaec08eee,TKN_0cf501bade6d8c8e,q******@example.com,********0648,60+,Medium (1000-5000)
TXN000252,CUST0177,822.29,2026-07-05,POS-Store,TKN_60b7b5180022ed46,TKN_d60facfe38d651b3,u********@example.net,********0174,40-50,Low (<1000)
TXN000253,CUST0166,1650.31,2026-07-17,POS-Store,TKN_7a9ba4dc0ab140bb,TKN_d7fd05b0c61075a6,s********@example.com,******0514,40-50,Medium (1000-5000)
TXN000254,CUST0115,18983.31,2026-04-05,E-Commerce,TKN_3cc9c98ae51a448e,TKN_20e497d5e8f84b0a,z***@example.com,******4452,50-60,High (>5000)
TXN000255,CUST0024,17337.51,2026-04-17,POS-Store,TKN_501b33fd816e4d39,TKN_57365ced3978b751,i******@example.net,******6770,30-40,High (>5000)
TXN000256,CUST0057,2672.55,2026-06-14,POS-Store,TKN_0e61a6d384c92470,TKN_70a8430f5d897baa,m********@example.net,******2796,30-40,Medium (1000-5000)
TXN000257,CUST0178,19723.22,2026-06-15,E-Commerce,TKN_82ad589a0b4dbd0f,TKN_3d91babcebe0d0f6,r**********@example.net,******7548,40-50,High (>5000)
TXN000258,CUST0079,75.02,2026-03-10,POS-Store,TKN_01a9f5096d533e2e,TKN_2c46bbb139ecd819,m******@example.net,********8014,40-50,Low (<1000)
TXN000259,CUST0122,4241.4,2026-05-08,POS-Store,TKN_d31147b6476ac505,TKN_3ddbd51935337ec1,k********@example.org,********3051,50-60,Medium (1000-5000)
TXN000260,CUST0109,7557.94,2026-03-01,POS-Store,TKN_0dcfba8fe07078cc,TKN_c48bec7974851c69,k**********@example.net,********2224,50-60,High (>5000)
TXN000261,CUST0091,2523.18,2026-08-01,POS-Store,TKN_0d4cf00f6d4ea984,TKN_46f9f060a7ced3d8,k******@example.com,******1388,30-40,Medium (1000-5000)
TXN000262,CUST0070,19316.18,2026-06-14,POS-Store,TKN_d71552f4daab6b6a,TKN_fbaa142fb1e46484,w*********@example.net,******5811,30-40,High (>5000)
TXN000263,CUST0065,12968.32,2026-06-24,E-Commerce,TKN_fc015c153538c737,TKN_2f41f37984e054a5,t***@example.org,******3403,50-60,High (>5000)
TXN000264,CUST0031,2093.35,2026-02-22,E-Commerce,TKN_af229d9a41b49e58,TKN_dcfa1ff1886d24fc,w****@example.org,******0320,60+,Medium (1000-5000)
TXN000265,CUST0081,870.62,2026-03-03,E-Commerce,TKN_bd768ff988433936,TKN_8d2fbf7c0b5d78d7,a*************@example.net,******2060,18-25,Low (<1000)
TXN000266,CUST0138,21995.2,2026-03-09,E-Commerce,TKN_424149a32978c987,TKN_e12d6d3877b3eca2,p*******@example.net,********4243,60+,High (>5000)
TXN000267,CUST0050,14442.78,2026-03-03,E-Commerce,TKN_2da03ddb996d3888,TKN_0153fc804b42207a,p**************@example.net,********6220,40-50,High (>5000)
TXN000268,CUST0124,4778.12,2026-05-10,POS-Store,TKN_d761c08dfcc1b7dd,TKN_f7aa297d80c9c6d0,s*******@example.net,********3546,18-25,Medium (1000-5000)
TXN000269,CUST0151,9205.67,2026-03-26,POS-Store,TKN_8d99ef2a790df789,TKN_97cc42292991936a,b**********@example.net,******7208,30-40,High (>5000)
TXN000270,CUST0026,1516.51,2026-08-04,E-Commerce,TKN_eea177cdb713f172,TKN_709c2e6d7c0bae03,r*********@example.net,******5708,40-50,Medium (1000-5000)
TXN000271,CUST0076,15305.36,2026-03-12,E-Commerce,TKN_9751a3af27e523ce,TKN_24273c3c1bc7781f,j*****@example.org,********5853,40-50,High (>5000)
TXN000272,CUST0093,687.44,2026-04-24,E-Commerce,TKN_b7c8d04c85c000f0,TKN_cc8834b91d41e609,q****@example.com,******5819,50-60,Low (<1000)
TXN000273,CUST0078,2432.29,2026-06-16,E-Commerce,TKN_21cd9c7cfe587667,TKN_b5052a6b591b8bab,j*******@example.com,******9397,40-50,Medium (1000-5000)
TXN000274,CUST0137,687.32,2026-05-17,E-Commerce,TKN_00e902eb41c31f6a,TKN_f7c458e4fab8a855,s******@example.com,********7898,40-50,Low (<1000)
TXN000275,CUST0071,4088.5,2026-07-04,E-Commerce,TKN_7496a150e6b0b83f,TKN_4aa6f28c68c396a2,y********@example.com,******9705,60+,Medium (1000-5000)
TXN000276,CUST0014,4407.87,2026-05-14,POS-Store,TKN_38807ce4f881a34e,TKN_e8da17dba290a8c7,a*********@example.org,********5349,40-50,Medium (1000-5000)
TXN000277,CUST0179,3243.19,2026-02-22,E-Commerce,TKN_45c6731875b8ce3b,TKN_f5debc4179e9ad45,e*******@example.org,********0629,25-30,Medium (1000-5000)
TXN000278,CUST0164,11859.81,2026-04-11,POS-Store,TKN_b6f0725ff14006d6,TKN_6d18670ff155cbd7,e*******@example.org,******2067,30-40,High (>5000)
TXN000279,CUST0027,77.31,2026-03-14,E-Commerce,TKN_ea06585380487c99,TKN_fde34fa056d46fb2,r*******@example.com,********9489,50-60,Low (<1000)
TXN000280,CUST0147,3480.62,2026-07-18,POS-Store,TKN_2a399f1cf39ed793,TKN_edeac5d690b9a75f,d*****@example.net,******4746,25-30,Medium (1000-5000)
TXN000281,CUST0121,1851.64,2026-03-25,POS-Store,TKN_33704defc6d45e3c,TKN_bd6d1af7a5723896,s*********@example.com,********8081,18-25,Medium (1000-5000)
TXN000282,CUST0113,63.8,2026-06-05,POS-Store,TKN_713af52201aed71c,TKN_0192f7336dbd1a6b,a***********@example.com,********3963,40-50,Low (<1000)
TXN000283,CUST0048,3359.08,2026-03-07,E-Commerce,TKN_c58ee63d989dacff,TKN_1b6c7d642060d542,a*******@example.org,******5839,40-50,Medium (1000-5000)
TXN000284,CUST0065,2749.46,2026-07-26,POS-Store,TKN_fc015c153538c737,TKN_6fdc9c63ffec41ed,t***@example.org,******3403,50-60,Medium (1000-5000)
TXN000285,CUST0030,10920.99,2026-02-18,E-Commerce,TKN_45ebc648209ea2fe,TKN_d6132d1933b63f9a,d**********@example.com,******7479,50-60,High (>5000)
TXN000286,CUST0103,4133.83,2026-05-21,POS-Store,TKN_fb2f34fc242efea5,TKN_5b529c8ecdfd2d4a,o***@example.com,******0028,30-40,Medium (1000-5000)
TXN000287,CUST0019,3487.72,2026-06-25,E-Commerce,TKN_c4da7b3e09b3239c,TKN_f329cbcb57b2fc2c,a*****@example.org,********7091,40-50,Medium (1000-5000)
TXN000288,CUST0039,21141.9,2026-02-16,E-Commerce,TKN_ebabe0bc4e3e6451,TKN_45429dc1cbce18f9,m***********@example.com,********2514,50-60,High (>5000)
TXN000289,CUST0145,929.33,2026-02-13,POS-Store,TKN_cb6ebd8c1b3d3d46,TKN_e4a8e28a19197831,r*********@example.net,******9188,50-60,Low (<1000)
TXN000290,CUST0022,2032.72,2026-08-07,E-Commerce,TKN_a0394493f63ba420,TKN_1bd162a7a6a6c4d3,i****@example.net,******3950,60+,Medium (1000-5000)
TXN000291,CUST0031,4919.15,2026-06-03,POS-Store,TKN_af229d9a41b49e58,TKN_f99f6c371c4f0f8b,w****@example.org,******0320,60+,Medium (1000-5000)
TXN000292,CUST0156,2314.68,2026-04-18,E-Commerce,TKN_0ec66fb9c501718b,TKN_d36739f5ba20c369,o************@example.net,******6222,30-40,Medium (1000-5000)
TXN000293,CUST0134,1960.34,2026-07-08,POS-Store,TKN_dedfc36132bf828e,TKN_8adddefc337b899e,v*******@example.net,********6827,50-60,Medium (1000-5000)
TXN000294,CUST0116,172.31,2026-03-28,POS-Store,TKN_dd4777db274398d1,TKN_3b61632362e9c71d,m*********@example.net,******8174,25-30,Low (<1000)
TXN000295,CUST0077,194.16,2026-06-06,POS-Store,TKN_860432528c83016b,TKN_42fdf80ccca19c20,b*******@example.net,******3704,60+,Low (<1000)
TXN000296,CUST0079,658.19,2026-04-22,E-Commerce,TKN_01a9f5096d533e2e,TKN_e961fc96dba1f81c,m******@example.net,********8014,40-50,Low (<1000)
TXN000297,CUST0157,378.04,2026-06-01,E-Commerce,TKN_334c0e0e831d9a32,TKN_b6fde24cef56d656,c******@example.net,******6436,25-30,Low (<1000)
TXN000298,CUST0054,13057.87,2026-05-29,E-Commerce,TKN_91029e96b9c85ee6,TKN_d69f56f2afeba545,a***************@example.org,******8649,25-30,High (>5000)
TXN000299,CUST0068,1689.11,2026-08-08,E-Commerce,TKN_d70f0b058b5674f3,TKN_4fd569b59933ab40,z********@example.com,********9610,40-50,Medium (1000-5000)
TXN000300,CUST0041,88.78,2026-05-11,E-Commerce,TKN_dc68f9d480a60fd2,TKN_267ced88f157d547,b*********@example.org,*****8999,60+,Low (<1000)
TXN000301,CUST0045,314.38,2026-05-26,E-Commerce,TKN_2e8e7ff6c70f560e,TKN_b5c7b210ffffa507,c***********@example.com,******7230,60+,Low (<1000)
TXN000302,CUST0041,134.18,2026-05-24,E-Commerce,TKN_dc68f9d480a60fd2,TKN_8955320f25f4e002,b*********@example.org,*****8999,60+,Low (<1000)
TXN000303,CUST0105,487.28,2026-05-02,POS-Store,TKN_1049cfa9de088ced,TKN_fb1be9402f039da1,k*********@example.org,******2637,25-30,Low (<1000)
TXN000304,CUST0177,395.69,2026-03-15,POS-Store,TKN_60b7b5180022ed46,TKN_392a3c40fb567032,u********@example.net,********0174,40-50,Low (<1000)
TXN000305,CUST0075,3760.89,2026-05-10,E-Commerce,TKN_818e21437d9a72df,TKN_d543ed677187e214,m***********@example.org,******2058,30-40,Medium (1000-5000)
TXN000306,CUST0060,808.64,2026-06-15,POS-Store,TKN_3eb8ca6026d59bef,TKN_48c86bc71cbc50df,t********@example.org,******5546,40-50,Low (<1000)
TXN000307,CUST0073,1326.95,2026-07-23,POS-Store,TKN_8031cc1e99b326d3,TKN_44e9da970cbe40a5,a**********@example.com,******0896,60+,Medium (1000-5000)
TXN000308,CUST0019,20654.91,2026-03-20,E-Commerce,TKN_c4da7b3e09b3239c,TKN_cfa2413ca133c5ea,a*****@example.org,********7091,40-50,High (>5000)
TXN000309,CUST0068,312.76,2026-06-28,E-Commerce,TKN_d70f0b058b5674f3,TKN_e17cbf0f27c57038,z********@example.com,********9610,40-50,Low (<1000)
TXN000310,CUST0109,3992.29,2026-05-01,E-Commerce,TKN_0dcfba8fe07078cc,TKN_586b09a561ab2108,k**********@example.net,********2224,50-60,Medium (1000-5000)
TXN000311,CUST0140,248.67,2026-05-29,E-Commerce,TKN_897f5c3970c94481,TKN_60786703f4db6588,p*********@example.net,********7115,60+,Low (<1000)
TXN000312,CUST0166,2937.61,2026-03-15,E-Commerce,TKN_7a9ba4dc0ab140bb,TKN_d07c39f14b3e88ed,s********@example.com,******0514,40-50,Medium (1000-5000)
TXN000313,CUST0069,2475.29,2026-07-27,E-Commerce,TKN_165da5533feb80b5,TKN_7dcc100a3224055a,t******@example.com,********4974,40-50,Medium (1000-5000)
TXN000314,CUST0019,3989.14,2026-06-16,E-Commerce,TKN_c4da7b3e09b3239c,TKN_905aa5273ff3b6b8,a*****@example.org,********7091,40-50,Medium (1000-5000)
TXN000315,CUST0043,289.56,2026-04-07,POS-Store,TKN_4d6bf43c78bea2f8,TKN_dd2a756293c38c27,u********@example.org,******7284,30-40,Low (<1000)
TXN000316,CUST0153,4579.93,2026-04-19,POS-Store,TKN_9c6bcd6e5e6606a1,TKN_5a1616a7026aad53,h*********@example.org,******7991,50-60,Medium (1000-5000)
TXN000317,CUST0113,3127.92,2026-02-12,E-Commerce,TKN_713af52201aed71c,TKN_096b018d38dba4ea,a***********@example.com,********3963,40-50,Medium (1000-5000)
TXN000318,CUST0120,474.59,2026-06-30,POS-Store,TKN_9b83aeea1ac334eb,TKN_caf92860d272383b,z*****@example.org,******3880,50-60,Low (<1000)
TXN000319,CUST0180,1969.64,2026-08-06,POS-Store,TKN_3679263b862f5345,TKN_0f05dcd376bd18e1,t***@example.com,******2214,40-50,Medium (1000-5000)
TXN000320,CUST0070,408.04,2026-05-08,POS-Store,TKN_d71552f4daab6b6a,TKN_006c1163478e3acb,w*********@example.net,******5811,30-40,Low (<1000)
TXN000321,CUST0113,355.65,2026-07-06,E-Commerce,TKN_713af52201aed71c,TKN_197c849c51186bc8,a***********@example.com,********3963,40-50,Low (<1000)
TXN000322,CUST0154,360.79,2026-03-24,E-Commerce,TKN_b3471c6d8b278967,TKN_7d10b7f31fc157c7,b*******@example.net,******3312,40-50,Low (<1000)
